No, they're not interested in... WAIT A MINUTE! What in the hell are those girls doing?!	不，她們沒興趣……等等！那些女孩到底在幹什麼啊？！
Woo boy, atsa' some stinkin' bagga sumpthin'!	哇塞，這是個臭烘烘的袋子裝著什麼東西啊！
What, you wanna bag o' hair clippings? Sorry, 'at'd be violatin' the right to privacy o' me customers!	什麼，你要一袋剪下來的頭髮啊？抱歉，那樣會侵犯俺客人的隱私權啊！
I understand.	我明白了。
I wouldn't be wavin' that thing around if'n I were you, Freddy. It's notta gonna earn you no friends!	換做是俺，才不會拿那玩意兒到處揮舞呢，佛萊迪。那樣可交不到朋友啊！
Hey! Like my silver-filled mold?	嘿！喜歡俺這個填滿銀子的模子嗎？
'Atsa-nize silver-filled mold, laddie. You musta be some-a hero!	這填銀模子真不賴啊，孩子。你一定是個大英雄吧！
Not yet, but I'm workin' on it.	還不算是，不過我正在努力。
Hey! That's-a wax ear inna clay! Pretty impressive!	嘿！那是黏土裡的蠟耳朵啊！真厲害！
That mold, she's-a empty! What you gonna fill that with, Freddy?	這模子是空的啊！你打算拿什麼填進去啊，佛萊迪？
If I knew what to fill it with, would I be here now?	我要是知道該填什麼，還會站在這裡嗎？
Haha! Atsa' good one. I'm-a smilin' now.	哈哈！這句真妙。俺現在笑了啊。
Nice-a sculpture! Wotta you call it?	這雕像真不賴啊！你叫它什麼名字？
Um... I call it "Earwax Revisited."	呃……我叫它「耳垢重現」。
Hunh. Well, I dunno nothin' about art, but I know what I like, anna I like your big lumpa earwax, whatever she's-a called.	哼。俺是不懂什麼藝術啦，但俺知道自己喜歡什麼，俺就是喜歡你這一大坨耳垢，不管它叫什麼名字啊。
'Ay, I'm as healthy as-a da horse! Maybe two-a horses! I dinna need any medicinations!	哎呀，俺健康得跟馬一樣！搞不好是兩匹馬！俺才不需要什麼藥呢！
It's a shaving bowl and brush.	這是刮鬍碗和刷子。
You thinkin' a growin' a beard?	你是在想要留鬍子嗎？
No, I just wanted to see what I can do with this.	不是，我只是想看看這個能拿來做什麼。
You can put it down, it's-a not yours.	你可以放下了，那不是你的東西。
Although that comb storage jar is labeled "Disinfectant" you know for a fact that Louis Pasteur's recent research has proven that colored water will disinfect nothing!	雖然那個梳子保存罐上寫著「消毒液」，但你很清楚，路易·巴斯德最近的研究早就證明，有色的水根本消不了什麼毒！
Hey, now, 'atsa my colorful comb water! Doan' be takin' it, I'll have-a to buy some-morea food coloring.	嘿，那可是俺的彩色梳水啊！別拿走，不然俺又得去買食用色素了。
The label reads, "Dullcryme, A Big Dab'll Do Ya!"	標籤上寫著：「呆髮油——抹一大坨就夠啦！」
Please keepa you hands off! I've only gotta two dabs left inna there.	拜託你的手拿開！俺裡面只剩兩坨了。
This bottle is labeled "22 per cent alcohol by weight."	這瓶子上標示著「酒精含量佔重量百分之二十二」。
'Atsa my private stash of butterscotch schnapps. You wanna snort?	那是俺私藏的奶油糖利口酒啊。你要不要喝一口？
No thank you, Salvatore, I'm a sarsaparilla man m'self.	不用了，謝謝你，阿薩，我這個人只喝沙士的。
You are certainly happy it's not winter now. When Sal cranks up the heat in this baby, you can smell the memories of hundreds of miners, many of whom are now long dead... or at least smell that way!	你真慶幸現在不是冬天。要是阿薩把這地方的暖氣開到最大，你就能聞到幾百個礦工留下的回憶，他們有些人早就死了……至少聞起來是這樣啊！
It's cold. Funny how rarely Salvatore cranks up the heat in this 110-degree weather.	好冷。真奇怪，這種華氏一百一十度的天氣，阿薩居然難得沒把暖氣開起來。
Back in the old days, when Coarsegold was a bustling Gold Rush city packed with men returning from panning the mountain streams or heading for mountain claims, Sal often filled that bench with hirsute miners.	想當年，粗金鎮還是個熱鬧的淘金城市，擠滿了剛從山溪淘完金回來、或正要前往山區礦區的人，阿薩這張長凳上總是坐滿一堆毛髮濃密的礦工。
Hey now, that's for the comfort of Salvatore's clients.	嘿，那可是為了讓阿薩的客人坐得舒服才擺的。
Sal didn't really want a buffalo head mounted on his wall, but when it ran through the back of the building, he decided to just leave it.	阿薩其實並不想在牆上掛個水牛頭，不過既然它自己撞穿了後牆，阿薩就乾脆讓它留在那兒了。
Hello, you majestic creature of the North American Plains!	你好啊，北美大平原上的雄偉生物！
Flattery will get you nowhere with that beast.	對那頭野獸拍馬屁是沒有用的。
Nice buffalo! Nice buffalo!	乖水牛！乖水牛！
(Did he say "buffalo" or "Buff Al Lowe?")	（他剛剛說的是「水牛」，還是「Buff Al Lowe」啊？）
Once this lamp burned whale oil, but you know how hard it is to find whales around here?	這盞燈以前是燒鯨魚油的，不過你也知道，在這種地方要找到鯨魚有多難吧？
This thing wouldn't work if you pumped 50,000 volts into it. Kinda like the Banker, the Sheriff, and most of the other folks in town!	就算灌五萬伏特電進去，這東西也不會動。跟這鎮上的銀行家、警長，還有大部分的人一樣啊！
You're glad this pitcher is only used for storing water for hand washing. If you are thirsty, you'd be better off drinking from the horse troughs outside than trusting your life to this mess.	你很慶幸這個水壺只是拿來裝洗手水的。要是你渴了，與其把小命交給這團東西，不如去外面的馬槽喝水還比較保險。
You tryin' to take-a my pitcher? No tenk-a-you, I'm-a camera shy!	你是想拿走俺的水壺啊？不用了謝謝，俺會怕鏡頭的啊！
This is Salvatore's adjustable barber chair. Somebody ripped off the hand restraints during a tooth extraction.	這是阿薩的可調式理髮椅。曾經有人在拔牙的時候把固定手臂的皮帶扯掉了。
You're not here for a trim.	你又不是來剪頭髮的。
Upon close inspection, you realize Sal's counter is filled with little, teeny-tiny hairs... as is everything else in this place, including Sal!	你仔細一看才發現，阿薩的櫃檯上滿是細細小小的頭髮碎屑……這地方的每樣東西都是這樣，包括阿薩本人在內！
You wanna some teeny-tiny little hairs? Sure, help-a-youself!	你想要一些細細小小的頭髮嗎？當然啊，自己拿吧！
You actually decide you have no use for teeny-tiny hairs.	你想了想，還是覺得細碎頭髮對你沒什麼用。
You see nothing in Sal's barbershop that you would consider useful.	你在阿薩的理髮店裡，看不出有什麼東西是有用的。
There's nothing on the shelf worth steal... er, borrowing.	架子上沒有什麼值得偷……呃，借用的東西。
This combination barbershop and dental emporium is under the exclusive proprietorship of Salvatore O'Hanahan, Coarsegold's only Italian/Irish barber.	這間理髮兼牙科複合商店，由薩瓦多·歐哈納翰獨家經營，他是粗金鎮唯一一位義大利/愛爾蘭混血理髮師。
The words just aren't flowing freely, so you decide to shut up.	話說不出個所以然，你決定還是閉嘴算了。
Please quit pokin' anna proddin' everything. You make-a me nervous.	拜託別再東戳西戳的了。你讓俺很緊張啊。
Sal has a back door in case angry customers queue up out front to file lead complaints about their haircuts!	阿薩留了一道後門，以免氣呼呼的客人在店門口排隊，用子彈「投訴」他剪壞的髮型！
This barbershop and dental emporium is under the exclusive proprietorship of Salvatore O'Hanahan, Coarsegold's only Italian/Irish barber.	這間理髮兼牙科商店，由薩瓦多·歐哈納翰獨家經營，他是粗金鎮唯一一位義大利/愛爾蘭混血理髮師。
Doan you smudge-a my window!	別把俺的窗戶弄髒啊！
This cabinet contains boring tonsorial equipment.	這個櫃子裡裝著一堆無聊的理髮器具。
'ey, leave-a my boring tonsorial equipment alone!	嘿，別碰俺那些無聊的理髮器具！
You wouldn't care to give this place a "white glove" inspection... unless you wanted black gloves!	你大概不會想在這裡做「白手套」檢查……除非你想把手套弄成黑色的！
You poke through the bottles to see what's what. Hmmm... preshave, aftershave, duringshave, notgonnashave, nevershave, wannashave and tooyoungtoshave. Remember what Al Lowe says: "shave early, shave often!"	你翻了翻那些瓶瓶罐罐，想看看都是什麼。嗯……刮鬍前、刮鬍後、刮鬍中、不刮鬍、永不刮鬍、想刮鬍還有太嫩不能刮。記住艾爾·洛威說過的話：「早刮鬍，勤刮鬍！」
Sal used to keep this shelf filled with toiletries... until he found out there were no toilets in town!	阿薩以前都把這層架子擺滿盥洗用品……直到他發現這鎮上根本沒有廁所可用！
There's nothing there except a few tonics 'n stuff that you sold Salvatore.	那裡除了你賣給阿薩的幾瓶藥水之類的東西，什麼也沒有。
You catch a quick peek of yourself in the mirror and hope that no one noticed.	你偷瞄了一眼鏡子裡的自己，希望沒有人注意到。
That's quite a mirror, Sal!	這面鏡子真不賴啊，阿薩！
That'sa right. There ain' ah nobody believes justa how mucha costs to ship around de Isthmus!	那是當然。沒人會相信要繞過地峽運過來要花多少錢啊！
Salvatore O'Hanahan has spared no expense installing a large expensive mirror for the convenience of his customers.	薩瓦多·歐哈納翰為了讓客人方便，不惜重金裝了這面又大又貴的鏡子。
Those old boots look vaguely familiar.	那雙舊靴子看起來有點眼熟。
Better not, they might belong to somebody.	還是別碰的好，那可能是別人的東西。
Those are the naughty French postcards you gave to Salvatore!	那些是你之前送給阿薩的、有點色的法國明信片啊！
Hey, no Indian giving!	嘿，送出去的東西可不能又要回來啊！
That canister is labelled NO2.	那個罐子上標示著「NO2」。
But it hasn't been offered to you! What is this attitude where you're trying to take everything that isn't nailed down? You can't get away with that, you know... especially not in the Old West.	可是根本沒人要給你啊！你這種看到什麼沒釘死就想拿走的態度是怎麼回事？你知道這樣是行不通的……尤其是在古老的西部時代。
It's Salvatore O'Hanahan, looking very odd. That's it, he looks BACKWARDS. His part is on the wrong side and his facial features are reversed. You hope this "mirror" thing hasn't captured Salvatore's soul or anything.	是薩瓦多·歐哈納翰，看起來怪怪的。對，他整個人是「反過來」的。他的髮線分邊分反了，五官也左右顛倒。你希望這面「鏡子」沒有把阿薩的靈魂給吸走什麼的。
Hey, Salvatore's reflection, how goes it?	嘿，阿薩的倒影，近來如何啊？
?ot gniklat uoy er'ohw ,yeH	？啊話說誰跟在你，嘿
You! I mean... no, never mind.	你！我是說……不，沒事。
It's only an image on glass. You can't take it, touch it, or even show it tender loving care.	那只是玻璃上的影像而已。你沒辦法拿走它、摸到它，甚至沒辦法好好疼惜它。
Fletcher Castoria, the town plumber, sits here patiently, waiting for his turn in the chair. He's got nothing else to do, since nobody in Coarsegold has plumbing!	弗萊徹·卡斯托利亞，鎮上的水管工，耐心地坐在這裡，等著輪到他坐上理髮椅。反正他也沒別的事可做，畢竟粗金鎮根本沒人家裡有水管！
Hey, Fletcher, how's the plumbing business?	嘿，弗萊徹，水管生意怎麼樣啊？
He doesn't respond. Apparently he's too engrossed in reading the latest copy of the Skoocherdownan Examiner!	他沒有回應。看樣子他正專心讀著最新一期的《史庫齊當紀事報》，完全沒空理你！
Please don't poke the plumber!	拜託別戳這位水管工！
It's Whittlin' Willy. He's been here ever since you got to Coarsegold, and he hasn't aged a day. He's always been about 140 years old. He spins a mean yarn, and somehow he always seems to know what people did even when he wasn't in the room.	是削木威利。自從你來到粗金鎮，他就一直坐在這兒，一天都沒老過。他好像永遠都是一百四十歲左右。他很會編故事，而且不知怎麼的，就算他不在現場，也總是知道別人做了什麼事。
It's m'secret powers, kid. I got X-ray vision and super hearing. 'Kay? Now scram.	這是俺的秘密力量啊，小子。俺有透視眼還有順風耳。行了吧？快滾。
Hiya, Whittlin' Willy! How's the Whittlin' going?	嗨啊，削木威利！削木削得怎麼樣啊？
Hiya, sonny! Just splendidly, thanks! I'm workin' on a ol' dead beached whale. 'Sgonna be m'best work to date.	嗨啊，小子！好得很，謝了！俺正在雕一隻擱淺死掉的老鯨魚。這會是俺目前最厲害的作品。
Will it be for sale?	那會拿出來賣嗎？
Will it be for sale? NO, it AIN'T gonna be fer sale! I'm an ARTISTE, dag nab it! 'Sides, iffn I hang onter it fer awhilst, mebbe it'll be worth sumpthin' someday. Now scram.	那會拿出來賣嗎？不，才不會拿出來賣咧！俺可是個藝術家，見鬼了！再說，俺要是留著久一點，搞不好哪天會值大錢。快滾吧。
Hey there, Willy!	嘿，威利！
That's WHITTLIN' Willy to you, son. Respeck yer olders.	對你來說，俺是「削木」威利，小子。尊敬一下長輩吧。
Sorry.	抱歉。
Fergit about it. Jus' get outta here, I'm whittlin'.	算了。快滾吧，俺在削木頭呢。
Whittlin' Willy!	削木威利！
Thunderation, boy! Ain't you got nothin' better ta do than interrupt me when I'm whittlin'?	我的老天爺啊，小子！你就沒別的事好做，非得在俺削木頭的時候來煩俺？
Geez, sorry! It's just that you're a colorful old character, and I enjoy hearing tall tales and Western folklore from your oral traditions.	唉，抱歉！只是你這個老頭子挺有趣的，我很喜歡聽你口耳相傳的那些誇張故事跟西部民間傳說。
Yew jus' keep my oral traditions outta this, son. Don't you gotta pharmacy to run? Ain't you got customers to wait on?	你就別扯上俺的口述傳統了，小子。你不是有藥局要顧嗎？不是有客人在等你嗎？
I guess so...	我想也是……
Then git along! Move 'em on! Head 'em up! Cut 'em out! Tie 'em in! Ride 'em in! Turn 'em in! Cut 'em out!	那就快滾吧！快動身！快出發！快趕路！快套繩！快騎馬！快轉向！快出發！
Okay, okay.	好啦，好啦。
Willy, you know what's going on out there?	威利，你知道外面是怎麼回事嗎？
How could I MISS it, son? Whillikers, you step out there and it's like bein' smacked with a sack o'... welp, guess I don't hafta tell YOU, I smelt you comin' in!	俺怎麼可能沒注意到啊，小子？我的天哪，你一走出去，就像被一整袋……嗯，俺想俺也不必跟你解釋了，俺老遠就聞到你進來了！
We gotta do something about it!	我們得想想辦法才行！
I'm doin' my part, sonny. I'm whittlin' m'will.	俺已經在盡本分了，小子。俺在刻俺的遺囑呢。
That's not good enough!	這樣可不夠啊！
Hey, yer the pharmacist 'round here. We ain't got no veteran aryan. Them horses're obviously havin' some sorta lower gastro-intestinal discomforture, so diagnose 'em, dammit, and give 'em sumpthin' to make 'em better! Now leave me be.	嘿，這鎮上你才是藥劑師啊。俺們又沒什麼「戊醫師」，反正那些馬顯然是下消化道出了毛病，你就給俺診斷一下，該死的，弄點東西讓牠們好起來！現在別來煩俺了。
Willy, you heard about the snail stampede?	威利，你聽說蝸牛暴動的事了嗎？
Yepper.	聽說啦。
Ever hear of anything like this happening?	你以前聽過這種事嗎？
Nope, never.	沒，從來沒有。
Well, what am I supposed to do about it?	那我到底該怎麼辦才好？
Hey, boy, I'm jus' an ol' whittler, settin' around watching events unfold and commentin' with m'folksy, old-timey attitude... y'know, kinda cranky, but with a sense of humor, too.	嘿，小子，俺只是個削木頭的老頭，坐在這兒看世事變化，用俺這種鄉土老派的態度講講評論……你知道的，有點兇巴巴，但也挺幽默的。
Can't you give me some advice?	你就不能給我點建議嗎？
Welp, that ain't m' speciality, but I'll tell ya this: them snails ain't much different from your ordinary garden slugs. They prob'ly likes the same things. So jes' keep that in mind when dealin' with 'em.	嗯，那不是俺的專長啦，不過俺告訴你：那些蝸牛跟一般的花園蛞蝓沒差多少。牠們大概喜歡的東西也差不多。處理牠們的時候記得這一點就好。
Yer welcome. Now get outta here, 'n go git some beer.	不客氣。現在快滾吧，去喝杯啤酒。
Well, I got rid of those snails! Aren't you proud of me?	我把那些蝸牛都解決掉了！你是不是該為我感到驕傲啊？
Yeah, yeah. Only it's gonna get a lot worse, I'm tellin' ya!	是啦，是啦。不過事情只會變得更糟，俺跟你講！
How do you know?	你怎麼知道？
Who's tellin' this story, you or me?	這故事是誰在講啊，你還是俺？
Well, you, I guess...	呃，我猜是你吧……
Then I guess I know whut I'm talkin' about, don't I? Now git on out to the desert and git that guy offa the anthill 'afore I pick you up and carry you there!	那俺講的東西應該就沒錯吧？現在快去沙漠，把那傢伙從蟻丘上弄下來，不然俺就親自把你扛過去！
Alright, alright!	好啦，好啦！
Willy, I got myself an assistant down at the Pharmacy.	威利，我在藥局那邊找了個助手。
What'n the sam hill you need an assistant fer, kid? The Sheriff done closed your butt down!	你到底要助手幹嘛啊，小子？警長早就把你那間店給收了！
Well, I've been so busy helping people and stuff, and I was hoping to reopen the store soon, so I thought...	呃，我最近一直在幫忙處理一些事情，而且我希望能快點重新開店，所以我想說……
You thought, eh? Well, THAT'S a first! Anyhows, that assistant might come in handy eventually. But fer the time being, head on out to the outhouse and figger out whut's goin' ON out there! Seems like half the town's got the big-time runs!	你想說？哈，那還真是頭一遭！不管怎樣，那個助手總有一天可能派得上用場。不過現在，先去外面的茅房看看到底是怎麼回事！看樣子鎮上一半的人都拉肚子拉得挺厲害啊！
The what?	什麼東西？
I sez, |c2|GIT|c|!!	俺說，|c2|滾|c|！！
Hey, Willy!	嘿，威利！
Leave me alone, I'm crabby.	別煩俺，俺心情不好。
So what else is new? Listen, I'm gonna be leaving town for a while.	那有什麼新鮮的？聽好，我要離開鎮上一陣子。
Yeah, right.	是喔，才怪。
No, I am!	不，我是真的！
Yew are not. Yer gonna practice yer gunslingin', then yer gonna dredge up that mucky ol' past of yours and go back to bein' a bigshot hero.	你才不是咧。你只是要去練練你的槍法，然後把你那段亂七八糟的過去挖出來，又跑去當什麼大英雄。
Hey, half the Western Heros in America done the same thang. Good luck to ya. See ya in the dime novels. Now get a move on.	嘿，美國一半的西部英雄都幹過同樣的事。祝你好運。到時候廉價小說裡見。現在快去吧。
Hiya, Whittlin' Willy!	嗨啊，削木威利！
How'd the gunslingin' go?	練槍練得怎麼樣啊？
Great! I'm getting ready to leave town now.	很好！我現在正準備要離開鎮上了。
Drop the "leavin' town" bit, sonny. I know whut you're up to. This is my story, 'member?	別再演什麼「離開鎮上」那一套了，小子。俺知道你打的什麼算盤。這可是俺的故事，記得嗎？
Oh, yeah.	喔，對喔。
Now finish puttin' that disguise together and git to it, so's we kin git this town cleaned up once 'n fer all!	現在快把你的偽裝弄好，動手去做吧，咱們才能一勞永逸把這個鎮清乾淨！
Hey, you don't have to tell me twice!	嘿，這種話你不用說第二遍！
Don't be jostlin' my arm, son. You'll mess up my whittlin'!	別撞俺的手臂，小子。你會弄壞俺削的東西的！
Sorry, son, that stuff's too strong fer me! But y'know, some moonshine'd go down real good right now!	抱歉啊，小子，那東西對俺來說太烈了！不過你也知道，現在來點私釀酒倒是挺不錯的！
It's empty!	空的！
Yeah.	對啊。
