Jeepers, I'm sorry, Mom. I'll do it right this time, just you wait and see.	天啊，對不起，老媽。這次我一定會做對，你等著瞧。
You reclaim the prescription from Mme. Ovaree.	你從歐薇莉夫人手中拿回藥方。
It's Madame Sadie Ovaree, proprietor of Ye Olde 'Orehouse, and your closest friend and confidant. In fact, she knows EVERYTHING about you!	這位是莎蒂·歐薇莉夫人，「老字號窯子」的老闆娘，也是你最要好的知己。老實說，她把你的底細摸得一清二楚！
How's business, Sadie?	生意怎麼樣啊，莎蒂？
Oh, it has its ins-and-outs! (CHUCKLES) Oh, my, I do make a good funny now and then, don't I?	喔，有進有出的啦！（輕笑）天啊，我偶爾也是會講出好笑話的嘛，是吧？
Yes, Sadie, you sure do.	是啊，莎蒂，你的確會。
Now now, Freddy Pharkas! Normally I'd love to oblige, but I'm off-duty right now. Feel free to drop by tonight, though!	得了得了，佛萊迪·法卡斯！平常我很樂意奉陪，不過我現在正休息呢。歡迎你今晚再來喔！
Freddy, darlin', you know I just LOVE to see your stuff, but let's stick to business for the moment, shall we?	佛萊迪，親愛的，你知道我最愛看你那些寶貝了，不過咱們還是先談正事吧，好嗎？
Why don't you keep it 'til you're finished with it?	你何不留著它，等用完了再說？
Srini's on the other side of the counter. So be polite if you want to do that, and join him.	斯里尼在櫃檯另一頭。想這麼做的話就有禮貌一點，過去找他吧。
Your faithful Indian companion, Srini, is hard at work preparing your store for its grand reopening... someday soon, you hope.	你忠心耿耿的印度夥伴斯里尼，正賣力為藥局的盛大重新開幕做準備……你希望是很快的某一天。
Shall we go do some target practice, Srini? I'm all set, I think.	斯里尼，咱們去練練靶好嗎？我想我準備好了。
Looks like you are ready to begin commencing the start of our target practice outing, Freddy. Please to meet me forthwith nearby to the cemetery, where I have scoped out a location of perfection!	看樣子你已經準備要開始著手展開咱們的練靶行程了，佛萊迪。請速速到墓園附近與我會合，我已經看好一處絕佳地點了！
Srini!	斯里尼！
Dude!	老兄！
Everything going OK in here?	這裡一切都還好嗎？
What is it looking like? I am having everything under control. You have merely to go be a hero and I will continue holding up the fort.	看起來是怎樣呢？我這邊一切都在掌控之中。你只管去當你的英雄，我會繼續守著這裡。
Thanks!	謝了！
Srini, are you going to help me put out the fire, or what?	斯里尼，你到底要不要幫我滅火啊？
There is much stock work yet to be done.	還有很多存貨的工作尚待完成。
It's midnight.	現在是半夜。
I am still on Pakistani time.	我還在用巴基斯坦時間呢。
That's a pretty poor excuse for not helping me put out the fire!	這藉口爛透了，虧你想得出來不幫我滅火！
I have many other excuses ready if you do not like that one.	如果你不喜歡這個，我還準備了很多其他藉口。
Never mind, I'll do it myself.	算了，我自己來。
The fire's out, but I don't feel like sleeping.	火滅了，不過我一點都不想睡。
Yes, too much excitement for Freddy. You will be overtired tomorrow morning.	是啊，佛萊迪今天太興奮了。你明天早上一定會累壞的。
I hate it when that happens.	我最討厭這種事發生了。
Try to relax and reduce stress. Visit friends.	放輕鬆點，紓解一下壓力。去拜訪朋友吧。
It's midnight! What kind of friends can I visit this time of night?	現在是半夜耶！這種時間我能去拜訪哪門子朋友？
Indeed that is a question you have well asked.	這問題你問得確實好。
Srini, I think I'm ready to get dressed.	斯里尼，我想我準備好換裝了。
Very good then! You start to dress and I will assist you in shortest order.	那太好了！你先開始換，我會盡快前來協助你。
Srini, I'd like to get into my cowboy outfit now.	斯里尼，我現在想換上我的牛仔裝。
I do not think you are ready! You are mostly missing some stylish cowboy-style footwear.	我看你還沒準備好！你八成是缺了一雙時髦的牛仔靴。
Dang!	該死！
Srini! Hey, I've got my complete disguise!	斯里尼！嘿，我的偽裝已經全部到齊了！
Not hardly so, Freddy Pharkas!	才沒那回事呢，佛萊迪·法卡斯！
Why the hell not?	到底為什麼不行？
You are desiring of being a gunslinger, but you are not having any guns! Where have you forgotten them?	你渴望當個槍手，卻連一把槍都沒有！你把槍給忘到哪兒去了？
Oh. Whoops. Be right back.	喔，糟了。我馬上回來。
Hey, Srini! Let's get me dressed up, I'm ready to get into disguise.	嘿，斯里尼！幫我換裝吧，我準備好要偽裝了。
No may do, Freddy Pharkas!	不可以行呢，佛萊迪·法卡斯！
What? Why not?	什麼？為什麼不行？
You still lack for a way to disguise the mostly-missing right ear.	你還缺個辦法，來遮住你那幾乎不見的右耳。
Srini! Let's get me into outfit, I'm ready to start blowing away some varmint butt!	斯里尼！幫我把衣服穿上，我準備好要去轟爛幾個壞蛋的屁股了！
Not so fastly! Where have you got dissimilar duds? You cannot be a gunslinger with pharmacy owner clothing.	別這麼快！你另外的行頭在哪兒？穿著藥局老闆的衣服，你可當不了槍手。
Doggone it!	見鬼了！
Srini, I've got everything I need... silver ear, pistols, clothes, and boots. Let's get me dressed!	斯里尼，我要的東西都齊了……銀耳朵、手槍、衣服、靴子。幫我換裝吧！
Not yet, not yet!	還不行，還不行！
What in tarnation are we waiting for?	我們到底還在等什麼鬼東西？
You will want to wear something lucky. Have you any such thing?	你會想戴件幸運物的。你有這樣的東西嗎？
Not on me. Hmmmm. Doggone you anyway, Srini!	沒帶在身上。嗯……真是的，斯里尼，你很煩耶！
Srini, there's trouble down at the Saloon. The whole town's losing their deeds and cash to some slick riverboat gambler-type. He MUST be cheating, but danged if I can figure out how!	斯里尼，酒館那邊出事了。全鎮的人都把地契跟現金輸給一個油嘴滑舌的河船賭徒。他一定在出老千，可是我怎麼想都想不出他是怎麼做到的！
Freddy Pharkas, Freddy Pharkas! You must catch such a gambler red-handed. It will be the only way to prove such an accusation!	佛萊迪·法卡斯，佛萊迪·法卡斯！你得當場抓他個現行犯。這是證明這項指控的唯一辦法！
Durn it, I wish I knew how.	該死，真希望我知道該怎麼做。
Many things are durned in these days of trouble.	這年頭麻煩事多，該死的事也多。
It's crazy out there, Srini! A whole buncha rowdy cowhands are busting up Main Street. I almost didn't make it back alive!	外面亂成一團，斯里尼！一群鬧事的牛仔工人正在大街上大肆破壞。我差點沒能活著回來！
Yes, I have been hearing their obnoxiousness. You are outgunned, Freddy Pharkas!	是啊，我一直聽到他們的喧鬧聲。你這是寡不敵眾啊，佛萊迪·法卡斯！
How do you propose I should deal with them?	那你說我該怎麼對付他們？
I find humor a way to defuse hot tempers. But I am a humble pharmacist's assistant. Perhaps I am looking at the situation from too far away.	我覺得幽默是化解火爆脾氣的辦法。不過我只是個卑微的藥局助手，也許我把情勢看得太遠了些。
Srini, let's go practice target-shooting.	斯里尼，咱們去練練打靶吧。
That is a good leisure-time activity for us to do, yes all right! But how are we even to begin without such that until you locate some sort of shooting mechanism, I must wonder?	這對咱們來說是個不錯的休閒活動，好啊沒問題！不過在你找到某種射擊裝置之前，咱們要怎麼開始呢，我不禁納悶。
Oh, details, details. Harumph.	喔，細節，細節。哼。
Srini, let's go practice my target shooting.	斯里尼，咱們去練練我的打靶技術吧。
Freddy, you have come up with a surprise! But you are needing ammunition before we can commence to start beginning such an undertaking.	佛萊迪，你這下真讓我意外！不過在咱們著手開始展開這項行動之前，你需要彈藥才行。
Don't shout at Srini from behind the counter. Walk over and talk to him like a human being! Were you born in a barn?	別站在櫃檯後面對著斯里尼大呼小叫。走過去，像個正常人一樣跟他說話！你是在穀倉裡長大的嗎？
Oooooh! You are giving me a tickles!	喔喔喔！你這是在搔我癢呢！
You offer me an empty can? Ah, by doing so, you are offering me the clean air that fills this can! You are most generous! I give this can back to you with gladly thanks and best wishes for continued good health! Mazel tov!	你要給我一個空罐子？啊，這麼一來，你等於是把裝滿罐子裡的乾淨空氣送給我了！你真是太慷慨了！我懷著感激的心情，並祝你身體繼續健康，把這個罐子還給你！恭喜恭喜！
I am loving your charcoal, Freddy Pharkas! It is most crumbly and clean-smelling!	我很喜歡你這塊木炭，佛萊迪·法卡斯！它碎得恰到好處，聞起來又乾淨！
Thank you, Srini!	謝了，斯里尼！
I have no use for the strap of leather. Perhaps you should save it for an emergency that requires leather in some way.	這條皮帶對我沒什麼用處。或許你該留著它，以備哪天需要皮革的緊急情況。
What would I do without you?	沒有你我該怎麼辦才好？
I do not wish it. Please to use it by yourself.	我不想要這個。請你自己留著用。
Do not give that to me, Freddy Pharkas! You are the dispensing pharmacist in these parts!	別把那東西給我，佛萊迪·法卡斯！這一帶配藥的可是你！
(DR SEUSS STYLE) I do not eat beef, snails, or ham. I do not eat them, Fred I am.	（蘇斯博士風格）我不吃牛肉，不吃蝸牛，也不吃火腿。我不吃這些，我是佛萊迪。
Perhaps you may put these to good use soon!	或許你很快就能好好利用這些東西！
You do? Humph and humph! I have never thought of this!	你會啊？哼哼！我還真沒想過這一點！
You have a rope! What can happen next?	你有一條繩子了！接下來還會發生什麼事呢？
What do you mean?	你這是什麼意思？
Do not ever mind, it was a rhetorical answer!	別放在心上，那只是個修辭性的回答！
Hey there, some buckaroo! With that lasso, you are looking very cowboy-style!	嘿，牛仔小子！拿著那條套索，你看起來可真有牛仔的樣子！
A metallic canister of some substance! That is certainly high-tech for the 1800s! Are you sure it is not an anachronism?	裝著某種物質的金屬罐！這對1800年代來說絕對是高科技啊！你確定這不是穿越時空的東西？
Not really.	不算是。
Well then! I do not know what more to add!	那好吧！我也不知道還能多說什麼了！
Ah, yes, the shipment of baking soda. It was delivered while you were out.	啊，對了，這批小蘇打粉送到了。是你不在的時候送來的。
It's a little much.	這東西有點太多了。
I am being told so now by you!	你這下算是告訴我了！
Then I do not want them. Your American women are too skinny as it is.	那我不要這些了。你們美國女人本來就夠瘦了。
Ah, wax, a most remarkable substance. You are truly fortunate to possess some.	啊，蠟，真是了不起的東西。你能擁有一些，真是幸運。
You aim the pistol at Srini... and FIRE!	你把手槍瞄準斯里尼……然後開槍！
Ah, apple pie. I look at it and can think only of the screams of thousands of apples dying for your pie. I do not understand how a thinking person can eat of it. But I love us for our differences.	啊，蘋果派。我一看到它，腦中只想到成千上萬顆蘋果為了你這塊派而慘死的哀號。我不懂一個有思想的人怎麼吃得下去。不過我喜歡咱們之間的這些差異。
Translation: you need a GUN, Einstein!	翻譯成白話文：你需要一把「槍」啦，愛因斯坦！
Oh! You have clay! Now you are really the person I thought you were!	喔！你有黏土了！這下你真的是我所想的那種人了！
You have taken it for some reason. I am not needing it back. I am no Indian-giver. Please keep it until you find a use for it.	你出於某種理由拿走了它。我不需要它還回來。我可不是那種送出去又要討回的人。請留著它，直到你找到用途為止。
Ah, I see you are doing lost-wax casting! You are truly a guy!	啊，我看你這是在做脫蠟鑄造啊！你真是個男子漢！
I believe you should have something different than your current shoes, something other than your current clothes, the pistols you used during the practicing you recently completed, and something for good luck! Then wear your ear, and I will know you are ready to be all dressed up like a big cowboy!	我認為你應該要有雙不同的鞋子、一套不一樣的衣服、你最近練習用的那把手槍，還有件幸運物！然後戴上你的耳朵，我就知道你準備好要打扮成一個大牛仔了！
Ah, yes! It will be ready on Tuesday! Hee hee hee! I have made a funny. Excuse my jocularity. I do not know whence this piece of paper comes.	啊，對了！星期二就會好了！嘻嘻嘻！我又講了個笑話。原諒我的幽默感。我實在不知道這張紙是從哪兒來的。
Yes, they are truly boots worthy of a Western Hero. May you have an opportunity to wear them with pridefulness.	是啊，這雙靴子確實配得上一位西部英雄。願你有機會驕傲地穿上它們。
You are walking around with a shovel! Surely that is unusual.	你拿著一把鏟子到處走！這肯定不尋常。
That Freddy! I never know what to expect from you so far!	那個佛萊迪啊！我從來都猜不透你下一步會做什麼！
I do not wish to be left holding the bag. But you are a thoughtful employer for making the offer of such a rare and unusual substance to me.	我可不想被丟下來獨自扛責任。不過你願意把這麼罕見又特殊的東西讓給我，真是個體貼的老闆。
I do not need a bag. All I need is all I have.	我不需要袋子。我需要的，就是我現在擁有的一切。
It is looking better and better, more like an ear all the time! Freddy Pharkas, you are truly a Renaissance lost-wax caster!	它看起來越來越好了，越來越像一隻耳朵了！佛萊迪·法卡斯，你真是個文藝復興式的脫蠟鑄造大師！
WHAT?	什麼？
Ha ha, I am pulling down your legs! You have carved correctly!	哈哈，我這是在扯你的後腿呢！你雕得很正確！
That's be 15 cents, Smithie. But I don't suppose you can pay me.	這樣是15分錢，史密。不過我猜你大概付不出來吧。
Are yew sayin' I can't pay m'bills fair and square, Pharkas? Heh! Here, I'm a-gonna settle up tabs with you anyway, since I'm leavin' town. Here's whut I owes ya.	你這是在說俺沒法老老實實付清帳單嗎，法卡斯？哼！來吧，反正俺要離開這鎮子了，俺就跟你把帳結一結。這是俺欠你的。
Smithie pays you his tab. A whole $4.87! Holy moly, a windfall! YOU'RE RICH! (Well, kinda sorta.)	史密把欠你的帳結清了。整整4塊87分！我的天啊，這下發財了！你發財啦！（嗯，算是啦。）
And if yew takes my advice, yew'll get outta this town, Pharkas. Sheriff's closin' people up right and left. Sumpthin' stinks. An' I mean them horses, 'cuz they's fartin' up a storm! I'm tellin' ya, I wuz like to pass out. Sumbuddy musta put sumpin' in their feed! I don't know what, but I'll tell ya, don't go strikin' no matches out there!	你要是聽俺的勸，就快離開這鎮子吧，法卡斯。警長正到處抓人關起來呢。有些事情不對勁。俺說的是那些馬，牠們放屁放得跟颳風似的！俺跟你說，俺差點沒昏過去。一定是有人在飼料裡摻了什麼東西！俺是不知道摻了啥，但俺告訴你，千萬別在那附近點火柴！
Good luck to ya, Pharkas. You wuz always one o' the gooduns.	祝你好運，法卡斯。你一直都是個好人。
Good luck to you, Smithie. Your strong back and gruff-but-good-hearted demeanor will be sorely missed.	祝你好運，史密。你那身強壯的背脊，還有粗聲粗氣卻心地善良的性子，大家會非常想念的。
But you wuz a strange 'un!	不過你這人也真是怪！
Fire inspection! I'm here to check out chur fire safety, per the new town regulations. Whoa! Lookee here! It'sa good thing I came. Pharkas, I'ma gonna havta shut this place up tighter than a pissant's scrotum.	消防檢查！俺是照鎮上新規定，來檢查你這兒的消防安全的。哇！瞧瞧這個！還好俺來了。法卡斯，俺得把這地方關得比什麼都還嚴實。
But, Sheriff! How could you? What's the charge? I haven't done anything wrong!	可是，警長！你怎麼能這樣？罪名是什麼？我又沒做錯什麼事！
Fire hazard, my boy; fire hazard! Why, this buildin's a terrible fire hazard, Pharkas! Looks tah me like this whole damn buildin's made outta wood!	消防隱患啊，小子，消防隱患！哎呀，這棟房子根本是個嚴重的火災隱患，法卡斯！俺看這整棟該死的房子根本就是木頭蓋的嘛！
But, Sheriff! Every building in this town is constructed of wood!	可是，警長！這鎮上每棟房子都是木頭蓋的啊！
I dunno nuttin' 'bout that, son. Tough luck, Pharkas. From now on, just keep the front door locked.	俺可不管那個，小子。運氣不好啊，法卡斯。從現在起，把前門鎖好就是了。
But what am I supposed to do, Sheriff? This is my livelihood.	那我該怎麼辦才好，警長？這可是我的生計啊。
If'n I was yew, I'd talk to the bank. Ga'day!	要是俺是你，俺會去跟銀行談談。祝你順心！
It's a silver medallion, recently awarded to Srini by the American Society of Salves, Holistic Ointments, Liniments and Emollients Salesmen. It was in honor of his impressive and yet oddly comforting display of Ol' Gampy's Fisherman Throat Gullet Descaler Lozenges.	這是一面銀質獎章，最近由「美國藥膏、整體藥膏、擦劑與潤膚劑推銷員協會」頒發給斯里尼。表彰他令人印象深刻、卻又奇妙地讓人安心的「老甘皮漁夫喉嚨除垢喉片」展售表現。
You carefully remove the medallion from the wall.	你小心翼翼地把獎章從牆上取下來。
Srini will never miss this.	斯里尼絕不會發現這東西不見了。
Freddy Pharkas! What in an entirely unsatisfactory afterlife are you doing with my finely-earned silver medallion?	佛萊迪·法卡斯！你這是在搞什麼鬼名堂，拿著俺辛辛苦苦掙來的銀質獎章？
It's going to a good cause, Srini. It's going to help make Coarsegold a safer, saner place to live.	這是為了好事，斯里尼。它能幫忙讓粗金鎮變得更安全、更清醒一點。
I am hoping so, Freddy, for all the sakes!	我也希望如此，佛萊迪，看在大家的份上！
You can't reach the medallion from here. Perhaps you should set up some sort of pincers and mount it on a pivoting armature and get it that way. Or you might try walking over there before taking it.	你在這裡搆不到獎章。或許你該弄個鉗子，裝在一個能轉動的支架上，用那種方式來取。不然你也可以試試走過去，再把它拿起來。
It's a tube of Preparation G, "The Wells-Fargo Wagon Driver's Friend for Over Half a Decade."	這是一條「G藥膏」，「威爾斯法哥馬車伕的好夥伴，超過半個十年的信賴」。
You pick up a tube of Preparation G, in the handy 25 oz. "Crabby Elephant" size.	你拿起一條「G藥膏」，是方便攜帶的25盎司「暴躁大象」尺寸。
You can't reach the Preparation G from back here.	你在後面這裡搆不到「G藥膏」。
Excuse me, Sadie, I've got to run out for a bit. Hang on, I'll be right back.	不好意思，莎蒂，我得出去一下。等等，我馬上回來。
Okay, Freddy, but hurry back.	好啊，佛萊迪，不過要快點回來喔。
Penelope, I have to run out for just a minute or two. You'll wait for me, won't you?	潘妮洛普，我得出去一兩分鐘。你會等我的，對吧？
Forever, Frederick! But do hurry back, won't you?	我會等你一輩子，佛雷德里克！不過還是快點回來，好嗎？
Helen, I've got to run out for a minute. I'll be right back, okay?	海倫，我得出去一下。我馬上回來，好嗎？
Perhaps. Perhaps not. Perhaps I'll be here when you return. Perhaps I'll take my business to another pharmacy. We'll just have to find out, won't we?	也許吧。也許不會。也許你回來的時候我還在這兒。也許我會把生意轉到別家藥局去。這就得看情況囉，是吧？
I'll be back in a minute, Smithie. Hang in there.	我一會兒就回來，史密。撐著點。
You dang well better be, Pharkas! These piles is killin' me, dammit! I'm fixin' to nail someone to a wall unless I gets some RELIEF!	你最好快點回來，法卡斯！這痔瘡快把俺搞死了，該死！俺再得不到「舒緩」，就要把人給釘到牆上了！
Mind the store, won't you, Srini? I'm off to uphold justice and stuff.	斯里尼，幫我顧一下店好嗎？我要去伸張正義什麼的。
Okee the dokee!	沒問題的啦！
A short while later...	過了一會兒……
Srini! Who let you in?	斯里尼！是誰放你進來的？
Your most gracious Native American, Running Gag, permitted me egress from the outside of the street. It was then that I allowed him to knock himself off for the remainder of the day, since we are still closed.	是你那位最和善的美洲原住民朋友「跑跑哏」，准許我從街上那頭進來的。之後我便讓他今天剩下的時間都自行離去，反正我們還沒開門營業。
That's fine, Srini. Look, I've reached a decision. My life is in danger. Hell, the whole town's in danger! I must take up gunslinging, and I'll need your help.	沒關係，斯里尼。聽著，我已經下定決心了。我的性命有危險。見鬼，整個鎮子都有危險！我必須重操槍手的舊業，我會需要你的幫忙。
Pardon this for being said, Freddy Pharkas, but you are a humble Pharmacist. Shooting as perfectionally as a gunslinger is a skill requiring most years of tireless practice. You are ill-equipped. Perhaps you should make peace with your chosen deity and prepare to go to the great Pharmacy Counter in the sky.	恕我直言，佛萊迪·法卡斯，你不過是個卑微的藥劑師。要像槍手那樣射得完美無缺，是需要多年不懈練習的技藝。你根本準備不足。或許你該跟你信奉的神明和解，準備前往天上那座偉大的藥局櫃檯了。
Srini, you'll have to trust me on this. I used to be a gunslinger before I took up Pharmacology. If I did it before, I can do it again. It shouldn't take long to brush up my skills. I've just gotta find my guns, and do a little practice shootin'.	斯里尼，這件事你就相信我吧。我在改行做藥劑學之前，曾經是個槍手。我以前做得到，現在也能再做一次。重新練回手感應該花不了多少時間。我只需要找到我的槍，再稍微練練靶就行了。
# NOTE: 第4/5行 Helen Back（諧音 hell and back）雙關，中文無法完全還原諧音，改用「上天堂又下地獄」明講後再帶出人名，保留笑點但非諧音本身。
# NOTE: 第148行 "tighter than a pissant's scrotum" 為粗俗身體部位譬喻，依本作「乾淨」尺度改譯為語意等價的誇張說法（關得比什麼都嚴實），未逐字直譯。
# NOTE: 第129行 "Indian-giver" 為帶族裔色彩的俗語，已改譯為中性說法（送出去又要討回的人），未使用原族裔指涉。
# NOTE: 第110行 Dr. Seuss 風格押韻（"ham/Fred I am"仿"Green Eggs and Ham"）中文無法保留原韻腳，僅保留語意與括號標註。
# NOTE: 第177行 "Running Gag"為雙關人名（字面「跑步」+「梗/repeated joke」），譯為「跑跑哏」嘗試兼顧音義，非標準人名表項目，如需統一譯名請確認。
