You're not going to show me your handkerchief trick, are you?	你該不會又要跟我玩那套手帕戲法吧？
That'll be twenty bucks for a quick feel of the painting.	想摸一下這幅畫，二十塊錢。
Sorry. Never mind, then.	抱歉，那就算了。
Doesn't matter, there's nothing behind the painting anyway.	沒差，反正畫後面什麼也沒有。
This is another of the Saloon's rugged, rough-hewn tables. It's reserved for down-on-their-luck losers, imbeciles, sad sacks, hopeless cases, and deadbeats. That is to say: General Admission.	這是酒館裡另一張粗製濫造的桌子，專門保留給倒楣鬼、蠢蛋、可憐蟲、沒救的傢伙跟賴皮鬼。也就是說：一般入場。
You try to move it, but the layers of beer on the floor only allow it to move an inch or so, making a sound like velcro being pulled apart. If you've ever been to a beer hall or movie theatre, you know the feeling.	你想搬動它，但地板上一層層乾掉的啤酒只讓它挪動了一吋左右，發出像魔鬼氈被撕開的聲音。如果你去過啤酒屋或電影院，就知道那種感覺。
The Saloon is filled with rugged rough-hewn tables. This particular one is reserved for rowdy, ugly, nasty and mean drunks. In other words, it's open seating.	酒館裡滿是粗製濫造的桌子。這一張是保留給粗魯、醜陋、討人厭又兇惡的醉漢的。換句話說，自由入座。
This table is glued to the floor by thousands of layers of mostly-dried beer.	這張桌子被幾千層幾乎乾透的啤酒黏在地板上了。
This is the Wheel of Fortune table. Guess the right number and Sam will tell you your fortune.	這是命運之輪桌。猜對號碼，山姆就會幫你算命。
There's nothing on the table worth taking. And the table itself isn't even worth taking.	桌上沒什麼值得拿的東西，桌子本身也不值得拿。
This honky-tonk piano is 82-and-a-half keys of pure musical entertainment.	這台酒館鋼琴有八十二點五個琴鍵，純粹的音樂娛樂。
Sorry, you're not allowed to play the piano. This is a Union set, folks!	抱歉，你不能彈這台鋼琴。各位，這可是工會的地盤！
This is a chandelier. Most nights you can find at least one or two drunk 'n rowdy cowhands swinging from this thing. Business must be a mite slow today.	這是一盞吊燈。大多數夜晚都能看到一兩個醉醺醺的牛仔在上面盪來盪去。今天生意大概有點冷清。
You're not nearly drunk enough to do any chandelier-swinging. And you can't get drunk... you're the Designated Hero!	你醉得還不夠格去盪吊燈。而且你根本醉不了……你可是「指定英雄」！
A beautiful mural from the Starving Artists of Oxnard. They used to hold sales a couple times a year over in the lobby of the Dirty Sheets Hotel.	這是一幅來自「牛津鎮飢餓藝術家」的美麗壁畫。他們以前每年都會在「髒床單旅館」大廳辦一兩次特賣會。
There's nothing behind the painting (except for a $2.00 price tag).	這幅畫後面什麼也沒有（除了一張兩塊錢的價格標籤）。
It appears to be a tiny picture of some field mice playing poker.	看起來是一幅田鼠打撲克牌的小畫。
What, and steal an original Stuart Little oil painting?	什麼，偷走一幅真跡的「小老鼠斯圖特」油畫？
Sam Andreas's burnished maplewood bar is the one bar to belly up to when you're bellying up to more than one!	山姆·安德烈亞斯這張擦得發亮的楓木吧檯，是你要一連跑好幾家酒吧時，最值得倚靠的那一家！
Try as you might, you can't seem to take the bar. Sam must've nailed it in place so that nobody throws it at nobody else during a brawl.	你費盡力氣，還是搬不動這張吧檯。山姆一定把它釘死了，免得打群架時有人把它扔向別人。
Sam has stocked the bar with every brand of cheap rotgut listed in the Mr. Fresno's Saloonkeeper Guide:	山姆把《弗雷斯諾先生酒館經營指南》裡列出的每一種廉價劣酒都備齊了：
Even though you're one of his more refined customers, if you try taking one of those bottles, you'll be doing shots of hot lead the hard way -- directly through the abdomen!	就算你算是他比較有格調的客人，要是敢拿走那些酒瓶，你就會硬生生地「乾一杯」熱鉛──直接灌進肚子裡！
It's the Wheel of Fortune, used mostly on the Golden Balls' Wednesday Casino Night. But don't come in on Tuesday; that's Kink Night. They strap Whittlin' Willy to the Wheel of Fortune, and... Oh, never mind, you don't want to know!	這是命運之輪，主要用在「金球酒館」每週三的賭場之夜。不過別在星期二來，那是「怪癖之夜」。他們會把削木威利綁在命運之輪上，然後……啊，算了，你不會想知道的！
You're tempted to spin the wheel and shout, "Big money! Big money!" But you hate looking like an absolute moron.	你很想轉動輪盤大喊：「大錢！大錢！」但你討厭讓自己看起來像個十足的白痴。
This is the world-famous Golden Balls Stage. Most days, you can find major vaudeville acts here, bringing their own unique brands of music, comedy, dance, and magic to the deserving folks of Coarsegold.	這是舉世聞名的「金球舞台」。大多數日子裡，這裡都有知名的雜耍表演，為粗金鎮的鄉親們帶來各具特色的音樂、喜劇、舞蹈與魔術。
That's not the way to get onto the stage. It takes practice, practice, practice.	那不是上台的辦法。要上台，得練習、練習、再練習。
Welcome to Sam Andreas's Golden Balls Saloon. He was going to call it "Sam Andreas's Nugget," but decided that had disgusting sexual overtones.	歡迎光臨山姆·安德烈亞斯的「金球酒館」。他原本想叫它「山姆·安德烈亞斯的金塊」，但後來覺得那個名字有噁心的性暗示。
Most saloon fixtures won't talk to the customers.	大部分酒館裡的擺設都不會跟客人說話。
That's Sam's property. Keep your prescription-fillin' hands offa it.	那是山姆的東西，你那雙開藥的手離它遠一點。
This looks suspiciously like a door.	這看起來十有八九就是扇門。
Say! That's Wheaton "Aces" Hall, the infamous riverboat gambler!	咦！那是惠頓「王牌」霍爾，惡名昭彰的河船賭徒！
How peculiar. Why would a riverboat gambler, especially one as successful and popular as Aces, come to a two-bit burg like Coarsegold? This can't be a coincidence. Someone must've sent him a wire. But WHY?	真奇怪。像王牌這樣既成功又出名的河船賭徒，怎麼會跑來粗金鎮這種不入流的小地方？這絕不是巧合，一定有人拍電報找他來的。但是……為什麼？
How's the game going, slick?	牌局打得怎麼樣啊，帥哥？
Who wants to know?	你問這個幹嘛？
Just interested.	只是好奇而已。
Well, it's going very nicely, Justin. I've won the deeds to the Saloon, the Cafe, the School, and several other plots of land. My employer will be pleased. I should have the rest of the town sewn up in a few minutes.	嗯，賈斯汀，牌局進行得挺順利的。我已經贏到酒館、餐館、學校，還有好幾塊地的地契了。我的雇主一定會很滿意。再過幾分鐘，我就能把全鎮都收進口袋了。
Who's your employer?	你的雇主是誰？
Sorry, that information is covered under the terms of boss-hustler privilege.	抱歉，這項資訊受「老闆與騙徒特權保密協議」保護。
Doesn't it bother you that you're bilking these people out of their homes and businesses?	你騙走這些人的家業，難道都不會良心不安嗎？
I've seen their homes and businesses. Trust me. I'm doing them a favor.	我見過他們的家跟店。相信我，我這是在幫他們一個忙。
I'm making a citizen's arrest. You're cheating, I know it.	我要以公民身分逮捕你。你出老千，我心裡有數。
Citizen's arrest? Citizen's arrest? (CHUCKLE)	公民逮捕？公民逮捕？（輕笑）
Don't even try it. The Sheriff knows I'm here. In fact, I have his blessing.	想都別想。警長知道我在這裡，事實上，我還得到他的祝福呢。
Lay a hand on me and they'll be sifting your corpse for buckshot.	敢動我一根手指頭，他們就會從你屍體裡篩散彈了。
Geez! In Europe, I hear men touch each other all the time, and hardly ever shoot each other for it.	天啊！聽說在歐洲，男人常常互相碰來碰去，也很少會為此開槍打對方。
Yeah, well, over here, we're much more civilized.	是啊，不過在這裡，我們可文明多了。
Get away from me, kid, ya bother me.	離我遠一點，小鬼，你煩到我了。
You can't shoot him in cold blood, Freddy. It runs contrary to every fiber of your being! Besides, there are better ways to impress the ladies!	你不能冷血地開槍打他，佛萊迪。這跟你的本性完全相違背！再說，討女孩子歡心還有更好的辦法！
It's Doc's whisky glass, mostly empty right now.	這是大夫的威士忌杯，現在幾乎空了。
You pick up the whisky glass.	你拿起了威士忌杯。
It's one of Sam's rickety old tables.	這是山姆那些搖搖晃晃的舊桌子之一。
There's nothing on it worth taking, and you can't move it.	上面沒什麼值得拿的東西，你也搬不動它。
It's the table usually reserved for the guys who play poker. And the women who love them!	這張桌子通常是留給打撲克的男人，還有愛他們的女人！
You're not the type to gamble. In other words, you're POOR!	你不是那種會賭博的人。換句話說，你「窮」！
You don't want to start playing Poker with this guy. He's known far and wide as a cheat. In fact, if you could catch him red-handed, you might be able to stop him before he wins away every last piece of property in town!	你可不會想跟這傢伙玩撲克。他出老千的惡名遠播。事實上，要是你能當場抓到他作弊，或許就能阻止他把全鎮最後一塊地也贏走！
There won't be another poker game here for quite awhile.	這裡有好一陣子不會再開撲克局了。
Ah'm gonna have to arrest yew for attempted murder, stranger. Yew shouldna' oughtta shot him in cold blood like that. Gamblin, ah kin overlook; suspicious accidents, ah kin overlook; unfortunate co-inky-dinks, ah kin overlook. But you shot this boy straight out, son. Hate to hear whut th' Judge is gonna have to say about this! Why, I think yer gonna HANG, boy!	俺得以殺人未遂的罪名逮捕你了，陌生人。你不該那樣冷血地開槍打他。賭博嘛，俺可以睜隻眼閉隻眼；可疑的意外，俺也能睜隻眼閉隻眼；倒楣的巧合，俺照樣睜隻眼閉隻眼。但你這回是明目張膽開槍打這小子，孩子。真不想聽法官會怎麼說這事！哎呀，俺看你這下要「上吊」啦，孩子！
This is a chandelier. Most nights you can find at least one or two drunk 'n' rowdy cowhands swinging from this thing. Business must be a mite slow today.	這是一盞吊燈。大多數夜晚都能看到一兩個醉醺醺的牛仔在上面盪來盪去。今天生意大概有點冷清。
It's way over your head. Like most of these jokes!	那太高了，你搆不到，就跟這裡大多數的笑話一樣──你也「聽」不懂！
It's Baa-Bara Mandrill and the Baa-bettes, stars of stage, screen and barnyard!	這是「咩芭拉·曼德瑞爾」與「咩咩女郎」，舞台、螢幕與牧場三棲巨星！
Shear it off! Shear it |c2|ALL|c| off!	剪光牠！把牠剪個|c2|精光|c|！
Don't touch 'em, you'll throw off their timing. Besides, the lanolin will make your hands soft and squishy like a girl's.	別碰牠們，你會打亂牠們的節奏。而且，羊毛脂會讓你的手變得像女生一樣軟綿綿的。
It's Neville Shute, The Piano Player. He's Doing the Best He Can!	這是內維爾·舒特，鋼琴師。他已經盡力而為了！
Play it, Neville.	彈吧，內維爾。
Neville, in order not to lose track of the piece he's playing, says nothing. However, he raises his eyebrows as if to say, "Certainly, sir, I'll be happy to play whatever selection you'd care to hear, and what's more, I'll make this old piano sound like a whole orchestra!"	內維爾為了不彈亂手上這首曲子，什麼也沒說。不過他挑了挑眉毛，彷彿在說：「當然了，先生，您想聽什麼我都樂意彈，而且我還能讓這台老鋼琴聽起來像一整支管弦樂團呢！」
Don't throttle him, he's doing the best he can.	別掐他脖子，他已經盡力而為了。
Neville Shute earns a good salary, plus tips. He doesn't need your contributions.	內維爾·舒特薪水不差，還有小費，他不需要你的「贊助」。
Hey! You're not supposed to shoot him! If you don't like his music, turn down your volume!	嘿！你不該開槍打他的！要是不喜歡他的音樂，把你的音量調小一點就是了！
It's Ollie Oxenfree, the guy who owns the fig farms on the northern side of Collier Bluff! He's the worst gambler in town! He'll lose the entire North 40 in no time!	這是奧利·奧克斯弗里，柯利爾崖北邊那片無花果農場的主人！他是全鎮最爛的賭徒！他很快就會把整片北方四十畝地都輸光！
Ollie, listen to me! Don't do it! It's not worth it!	奧利，聽我說！別這樣做！這不值得！
Don't waste your breath. Ollie needs what little concentration he has just to hang onto his farm a few minutes longer.	別白費脣舌了。奧利那點僅剩的專注力，全用來讓他的農場多撐個幾分鐘。
Ollie ignores you. Apparently he's a little preoccupied with this "losing your home and livelihood" business.	奧利不理你。看來他正忙著處理「賠上家園跟生計」這檔事，有點分身乏術。
Don't bother trying to distract Ollie with doodads and knicknacks. His attention is firmly established elsewise.	別費心用些小玩意兒去分散奧利的注意力了，他的心思早就穩穩地放在別處了。
Ollie's not worth shooting. However, he IS worth hanging. Maybe in the sequel?	奧利不值得你開槍打他。不過他倒是很值得被吊死。也許留到續集再說吧？
Hey, these chairs don't have any chewing gum stuck to the undersides! But look out for wads of chewing tobacco.	嘿，這些椅子底下倒是沒黏口香糖！不過要小心嚼菸草的殘渣。
Those chairs are for drinking customers only, and if I'm not mistaken, you're the Designated Hero this week.	那些椅子只留給喝酒的客人坐，而如果我沒記錯，你這禮拜可是「指定英雄」。
Gambling away his Keg 'n Barrel shop is Cooper "Coop" Cooper. He, his wife, his children, and his parents all work in his barrel shop. He's a cooper, she's a cooper, they're all coopers. (Wouldn't you like to be a cooper, too?)	正在把自己「木桶行」輸光的是庫珀「庫普」庫珀。他、他老婆、他的孩子還有他爸媽，全都在他的木桶行裡幫忙。他是箍桶匠，她也是箍桶匠，一家子全是箍桶匠。（你難道不想也當個箍桶匠嗎？）
Hey, Cooper! Don't do it! You'll lose everything!	嘿，庫珀！別這樣！你會輸光一切的！
He ignores you. You're spoiling his lack of concentration!	他不理你。你正在破壞他那「毫無專注力」的專注力！
Don't bother him now, he's trying to recoop his losses!	現在別煩他，他正想辦法「箍」回他的損失呢！
Cooper apparently isn't interested in "Show 'n Tell."	庫珀顯然對這種「拿出來獻寶」的把戲沒興趣。
But... but Cooper's got a wife and kids! Maybe that's why he's in the Saloon?	可是……可是庫珀有老婆孩子啊！也許這就是他跑來酒館的原因？
That's Muff Potter. Nice to see him and Joe getting along again! He owns -- or at least, he DID own until he started gambling today -- a huge tract of land along the south side of town, where Chinatown used to be.	那是莫夫·波特。真高興看到他跟喬又和好了！他擁有──或者說，在他今天開始賭博之前「曾經」擁有──鎮上南邊一大片土地，就是以前的中國城那一帶。
Hey, Muff! Don't play with this guy, he cheats!	嘿，莫夫！別跟這傢伙玩，他會出老千！
Muff nods his head in agreement, then returns to playing. Muff's never been too bright.	莫夫點頭表示同意，然後又繼續賭了下去。莫夫向來不太聰明。
Don't poke him right now, he's concentrating on losing everything. And he's doing very well!	現在別戳他，他正專心致志地在輸光一切，而且輸得相當出色！
Don't bother giving that to Muff. He'll just gamble it away.	別費事把那個給莫夫了，他只會拿去賭光。
You'd shoot poor ol' Muff? Shame, shame!	你要開槍打可憐的老莫夫？真丟臉，真丟臉！
That's Joe, the guy that had a bad time with ol' Muff Potter a few years back. He owns a local tourist trap. And "trap" it is! He trapped a couple of punks in there a few years back, Tom and Becky something or other. They almost didn't get out. Somebody oughtta write a book about it!	那是喬，幾年前跟老莫夫·波特結過梁子的傢伙。他經營一個本地的觀光「陷阱」，而且還真是名副其實的陷阱！幾年前他把兩個小屁孩──湯姆跟貝琪什麼的──困在裡頭，他們差點就出不來了。真該有人把這事寫成一本書！
You're gambling the Tourist Center away? Say it ain't so, Joe!	你要把觀光中心也賭掉？別跟我說是真的，喬！
Joe grunts. That's the most you've ever heard him say!	喬哼了一聲。這是你聽過他說過最長的話了！
Don't poke this guy. He's mean.	別戳這傢伙，他很兇。
Joe is far too proud and noble to take what you have to give him. He'd rather steal it!	喬太驕傲、太高尚了，不屑接受你給的東西，他寧可自己偷！
You can't shoot a man for gambling! Well, maybe in SOME states.	你不能因為人家賭博就開槍打他！嗯，某些州或許可以吧。
Three mean-looking hombres sit up close to the stage. Upon closer examination, you see that they're drinking wine spritzers. Maybe they're not so mean after all.	三個長相兇惡的漢子坐在靠近舞台的地方。仔細一看，你發現他們喝的是氣泡調酒。看來他們也許沒那麼兇。
Welcome to Coarsegold, strangers! I haven't seen you around these parts before. You new in town?	歡迎來到粗金鎮，陌生人！我以前沒在這一帶見過你們，是剛搬來的嗎？
You hear the unmistakable sound of grinding and cracking teeth. You hear the splitting, tearing sound of six severely chapped lips curling up in ugly sneers. You hear the pop of knuckles as three trigger fingers flex in readiness. You decide your friendly, offhand comments have been misinterpreted.	你聽見一陣咬牙切齒的聲音，錯不了。你聽見六片乾裂的嘴唇扭曲成醜陋冷笑時撕裂的聲音。你聽見三根扣板機的手指擺出備戰姿勢時關節喀喀作響。你判斷，自己那句隨口的友善話似乎被誤會了。
You don't want to touch these hombres. They don't look like they're into close physical contact.	你可不想去碰這些漢子。他們看起來不太喜歡跟人有親密接觸。
They don't want it.	他們不想要。
As you cock the hammers back on your pistols... you suddenly hear a whole CHORUS of pistols make the same sound. You gently ease the hammer forward, slowly, without making any sudden moves. Smart boy.	就在你扳起手槍擊錘的瞬間……你突然聽見一整片槍械擊錘同時響起的聲音，簡直像大合唱。你慢慢地、輕輕地把擊錘放回去，動作不敢有半點突然。算你聰明。
Without warning, you hear gunshots out in front of the Saloon, plus lots of yelling and shouting. What's going on out there?	毫無預警地，你聽見酒館外傳來槍聲，還有大量的叫喊聲。外頭到底發生了什麼事？
The Ballad of the Frontier Pharmacist	邊疆藥師之歌
Revolucion Numero 9	第九號革命
I've Grown Accustomed to Your Ace	我已經習慣了你的王牌
Hot Lead in the Old Town Tonight	今夜古鎮熱鉛橫飛
The Varmint of Baghdad	巴格達的害獸
Gunrise, Gunset	槍起槍落
When You Say Blood	當你說出血
Zircon Jim's Theme	鋯石吉姆主題曲
Singh Sungh Blue	辛桑藍調
My Sweet Cranky Ol' Mom	我那暴躁的老媽甜心
Play it, Neville. Play...	彈吧，內維爾。彈啊……
Rewind	倒帶
Rewind-O-Matic	自動倒帶機
Be Kind! Please Rewind!	做人厚道點！看完請倒帶！
The brass rail runs along the length of the bar.	黃銅扶杆沿著吧檯全長延伸。
But you don't know where that bar rail has been!	但你不知道那根扶杆到底沾過什麼東西！
Hey, you wouldn't want to do me a little favor, would you? Kinda distract Aces so's I can get a shot off?	嘿，你該不會願意幫我個小忙吧？稍微引開王牌的注意，好讓我開一槍？
What's in it for me?	那我能得到什麼好處？
Nice 'tude.	態度真好啊。
You can't reach him now. Throttle him later, once you've settled with Aces.	你現在搆不到他。等你跟王牌了結之後，再回來掐他吧。
Goodness, the Saloon sure filled up fast! Practically the whole town's gathered round to see you die a bloody death... I mean, to see you bring Aces to justice!	天哪，這酒館一下子擠滿人了！幾乎全鎮的人都聚過來看你血淋淋地死……我是說，看你把王牌繩之以法！
Don't ask the townies for help, Freddy. The ball's in your court.	別指望鎮民幫忙了，佛萊迪。球在你手上。
There's nothing you can reach from your strategically rotten position behind the overturned table.	躲在這張翻倒的桌子後面，這個「絕佳」的爛位置，你什麼也搆不到。
Wheaton "Aces" Hall, the infamous riverboat gambler, seems to have you under a barrel!	看來把你困在木桶陰影下，任他擺佈了！
Give yourself up, Aces! I caught you red-handed!	束手就擒吧，王牌！我當場抓到你了！
(GEORGE BUSH) Never! Not gonna do it. Nope. Wouldn't be prudent at this juncture.	（喬治布希腔）不！休想。不可能。這個節骨眼上這麼做並不明智。
But I caught you!	可是我抓到你了！
Yes, but I ain't goin' nowhere if I can help it! And I warn you, if you shoot me in cold blood, you'll HANG!	沒錯，但只要我還能反抗，我哪兒也不會去！我警告你，你要是冷血地開槍打我，你會被吊死的！
Drop your gun and give up! You can't win!	放下槍投降吧！你贏不了的！
Considering you're the one cowering behind a table, don't you think YOU should be the one giving up?	想想看，躲在桌子後面發抖的人是你，你不覺得該投降的人是「你」嗎？
I'm not cowering!	我才沒有發抖！
Could've fooled me.	你可騙不了我。
I'm going to count to three, and when I reach three, you'd better have your hands in the air!	我要數到三，數到三的時候，你最好把雙手舉起來！
Oh, my, I'm a-scared.	唉呀，我好怕怕喔。
ONE!	一！
You realize, I hope, that the moment you show your head or any part of your body around that table, I'll shoot you dead. You DO know that, don't you?	我希望你明白，只要你把頭或身體任何一部分露出桌子外面，我就會一槍斃了你。你懂這一點，對吧？
TWO!	二！
It's no shirt off MY back, of course. The Sheriff'll never arrest ME for murder. We're both on the same team, ya know.	反正這對我一點損失也沒有。警長絕不會以謀殺罪逮捕我，畢竟我們是同一國的，你懂的。
TWO-AND-A-HALF!	二點五！
Just let me shoot you now. This is embarassing.	讓我現在就開槍打死你吧，這樣拖下去太丟臉了。
TWO-AND-SEVEN- EIGHTHS!	二又八分之七！
Not to mention tedious.	更別提有多無聊了。
Okay, apparently you didn't understand me. I'll start over.	好吧，看來你沒聽懂，我重新來一次。
Touch me and you'll get a bullet in the heart before you know it.	敢碰我，你連反應都來不及就會中彈穿心。
Geez! Talk about homophobia!	天啊！這也太恐同了吧！
Ah'm gonna have to arrest yew for attempted murder, stranger. You shouldna' oughtta shot at him in cold blood like that. Gamblin', I kin overlook; really suspicious accidents, I kin overlook; unfortunate co-inky-dinces, I kin overlook. But you shot this boy straight out, son. Hate to hear whut th' Judge is gonna have to say about this! Why, yer gonna HANG, boy!	俺得以殺人未遂的罪名逮捕你了，陌生人。你不該那樣冷血地朝他開槍。賭博嘛，俺可以睜隻眼閉隻眼；真的很可疑的意外，俺也能睜隻眼閉隻眼；倒楣的巧合，俺照樣睜隻眼閉隻眼。但你這回是明目張膽開槍打這小子，孩子。真不想聽法官會怎麼說這事！哎呀，你這下要「上吊」啦，孩子！
