Hello, Hopalong Singh!	Hello, Hopalong Singh!
Nope, Freddy didn't quite make it outta that schoolhouse alive. Nope, nope, nope, nope, nope. Nunh-unh. Penelope, she bought up the whole town, or whut wuz left of it after the explosion, and made a fortune with the oil rights. How wuz we to know the town wuz built on oil fields? We didn't even know whut oil wuz! We warn't STUPID, y'know. Just nobody'd told us whut OIL were! Fer corn's sake! Now I'm riled. Go tell yerself stories fum now on. Don't even talk to me.	Nope, Freddy didn't quite make it outta that schoolhouse alive. Nope, nope, nope, nope, nope. Nunh-unh. Penelope, she bought up the whole town, or whut wuz left of it after the explosion, and made a fortune with the oil rights. How wuz we to know the town wuz built on oil fields? We didn't even know whut oil wuz! We warn't STUPID, y'know. Just nobody'd told us whut OIL were! Fer corn's sake! Now I'm riled. Go tell yerself stories fum now on. Don't even talk to me.
Guess ol' Freddy just warn't thinkin' too well thet day. Them guns hadn't been fired in decades. The resultin' explosion took off Freddy's hands, his forearms, shattered his clavicle and broke his whutcha call your left tibia. He died kinda messy-like a couple hours later. As fer the rest of Coarsegold, well... let's just say it wuz laid to rest not long afterwards.	Guess ol' Freddy just warn't thinkin' too well thet day. Them guns hadn't been fired in decades. The resultin' explosion took off Freddy's hands, his forearms, shattered his clavicle and broke his whutcha call your left tibia. He died kinda messy-like a couple hours later. As fer the rest of Coarsegold, well... let's just say it wuz laid to rest not long afterwards.
Yip, Freddy's itchy trigger finger got th' best of him. The sheriff wuzn't about to let Freddy git away with shootin' folks in cold blood. 'Course, the Sheriff pretty much shut down the town a few days later, throwin' everybuddy out inta the street. Never did figger out who he was actin' on behalf of, anyways. And thet's m'story fer now, boys and girls. Mah ol' epiglottis ain't whut she used ta be.	Yip, Freddy's itchy trigger finger got th' best of him. The sheriff wuzn't about to let Freddy git away with shootin' folks in cold blood. 'Course, the Sheriff pretty much shut down the town a few days later, throwin' everybuddy out inta the street. Never did figger out who he was actin' on behalf of, anyways. And thet's m'story fer now, boys and girls. Mah ol' epiglottis ain't whut she used ta be.
So Freddy were left fer dead, oozin' blood inta the hard-packed dirt of the streets of Coarsegold. Not long afterwards, those who wouldn't git outta their beloved Coarsegold ended up the same way. Life's a real bitch sumtimes, ain't she? Pardon me now, nature's callin'.	So Freddy were left fer dead, oozin' blood inta the hard-packed dirt of the streets of Coarsegold. Not long afterwards, those who wouldn't git outta their beloved Coarsegold ended up the same way. Life's a real bitch sumtimes, ain't she? Pardon me now, nature's callin'.
Yip, Freddy met his death at the tip of a sword. Too bad, 'cuz he'd gotten so close to savin' Coarsegold from fallin' into Penelope's mercenary clutches. So Penelope went ahead with her little scheme. She bought up the town real cheap and made millions in the oil industry. She died just a few years back, but she wuz so rich that she had herself froze solid 'til they could find a way to bring her back to life. Ain't that a hoot?	Yip, Freddy met his death at the tip of a sword. Too bad, 'cuz he'd gotten so close to savin' Coarsegold from fallin' into Penelope's mercenary clutches. So Penelope went ahead with her little scheme. She bought up the town real cheap and made millions in the oil industry. She died just a few years back, but she wuz so rich that she had herself froze solid 'til they could find a way to bring her back to life. Ain't that a hoot?
...Mebbe if Freddy'd found sum way to stop "Aces" before he'd won up all the deeds to the town, there'd still be a Coarsegold today. 'Course, Aces weren't actin' on his own, sumbuddy'd put him up to it. Never found out who or why, though. And as fer me, I got outta town by sundown and hightailed it to the Ozarks, where a man kin still be a man wifout other men questionin' me about bein' manly or not. But that ain't neither here nor there. Now get outta here.	...Mebbe if Freddy'd found sum way to stop "Aces" before he'd won up all the deeds to the town, there'd still be a Coarsegold today. 'Course, Aces weren't actin' on his own, sumbuddy'd put him up to it. Never found out who or why, though. And as fer me, I got outta town by sundown and hightailed it to the Ozarks, where a man kin still be a man wifout other men questionin' me about bein' manly or not. But that ain't neither here nor there. Now get outta here.
Now it wuzn't as if Freddy didn't have enuf time to stop them snails, but somehow, he screwed it up but good. The snails ran over Coarsegold and slimed it to kingdom come. Those of us thet wuzn't kilt hadda leave town without bringin' anything with us. I wuz one of the ones that didn't make it. Thet's right, sonny! Yer talkin' to a GHOST! BOO!!! Nyah-ha-ha... <cough> <wheeze> <hack>	Now it wuzn't as if Freddy didn't have enuf time to stop them snails, but somehow, he screwed it up but good. The snails ran over Coarsegold and slimed it to kingdom come. Those of us thet wuzn't kilt hadda leave town without bringin' anything with us. I wuz one of the ones that didn't make it. Thet's right, sonny! Yer talkin' to a GHOST! BOO!!! Nyah-ha-ha... <cough> <wheeze> <hack>
So 'cuz Freddy couldn't think of a way to put out the fire, all of Coarsegold was in ashes by the next mornin'. The loss of life wuz tree-menjus, but somewhere, sumbuddy was sure happy about it, 'cuz before you knew it... Well, thet's another story, boys 'n girls.	So 'cuz Freddy couldn't think of a way to put out the fire, all of Coarsegold was in ashes by the next mornin'. The loss of life wuz tree-menjus, but somewhere, sumbuddy was sure happy about it, 'cuz before you knew it... Well, thet's another story, boys 'n girls.
...and them rowdy cowhands, whom sumbody'd hired to come in and skare folks off a bit, ended up shootin' Freddy and chasin' everbody outta town. And as fer Coarsegold, well, none of us ever found out who wuz behind all the evildoin's. Not that we cared. It warn't that much of a town, anyways. Say, did I ever tell ya the story about a little nose-pickin' brat named Willy Beamish? Welp, it all started in this town that wuz mostly strip-malls...	...and them rowdy cowhands, whom sumbody'd hired to come in and skare folks off a bit, ended up shootin' Freddy and chasin' everbody outta town. And as fer Coarsegold, well, none of us ever found out who wuz behind all the evildoin's. Not that we cared. It warn't that much of a town, anyways. Say, did I ever tell ya the story about a little nose-pickin' brat named Willy Beamish? Welp, it all started in this town that wuz mostly strip-malls...
That's how it all ended. Freddy'd let the whole dang town die o' the creepin' cruds. I wuz lucky, I stuck to whisky so's I wouldn't get poizoned by the town's drinkin' water. Iffn only Freddy'd used his pharmacological powers fer the good o' the town. <sigh> Then this story'd mighta had a happier endin'.	That's how it all ended. Freddy'd let the whole dang town die o' the creepin' cruds. I wuz lucky, I stuck to whisky so's I wouldn't get poizoned by the town's drinkin' water. Iffn only Freddy'd used his pharmacological powers fer the good o' the town. <sigh> Then this story'd mighta had a happier endin'.
So after awhile, most folks in town plum passed out from the noxious fumes. Them that didn't get kilt by the aroma got kilt when sum idjit struck a flint. Anyways, it was a painless way t' go, even if it were kinda nauseating. And Freddy, well, at least he didn't have to reckon with his secret past anymore. Now if Freddy had just thunk a little bit faster an' a little bit smarter, things mighta turned out a mite different. Now, how 'bout another story, or did you wanna hear this one again?	So after awhile, most folks in town plum passed out from the noxious fumes. Them that didn't get kilt by the aroma got kilt when sum idjit struck a flint. Anyways, it was a painless way t' go, even if it were kinda nauseating. And Freddy, well, at least he didn't have to reckon with his secret past anymore. Now if Freddy had just thunk a little bit faster an' a little bit smarter, things mighta turned out a mite different. Now, how 'bout another story, or did you wanna hear this one again?
So before he hardly got nowhere, Freddy sold out to the Banker and walked outta Coarsegold with enough cash to start a new life somewheres else. Naah, we don't keep in touch no more. I kinda resent the guy, him sellin' us all down the river and sich. We all hadda give up our propitty after that. For all I know, he died in a pharmacy, and good riddance to him. He wuz never nuttin' special, anyway. I forgit why I even brought him up.	So before he hardly got nowhere, Freddy sold out to the Banker and walked outta Coarsegold with enough cash to start a new life somewheres else. Naah, we don't keep in touch no more. I kinda resent the guy, him sellin' us all down the river and sich. We all hadda give up our propitty after that. For all I know, he died in a pharmacy, and good riddance to him. He wuz never nuttin' special, anyway. I forgit why I even brought him up.
Sierra Customer Service	Sierra Customer Service
Sierra Sales	Sierra Sales
Sierra Technical Support	Sierra Technical Support
Technical Trouble-Shooting Tips	Technical Trouble-Shooting Tips
Warranty Information	Warranty Information
Game Hints	Game Hints
EXIT	EXIT
Call our friendly Customer Service folks about returned merchandise, back orders, defective merchandise, company policy, and general game information.	Call our friendly Customer Service folks about returned merchandise, back orders, defective merchandise, company policy, and general game information.
To speak to a real live human, call: U.S.A. (800) SIERRA5 U.K. 44 734 303 171 Europe 33 146 01 4600	To speak to a real live human, call: U.S.A. (800) SIERRA5 U.K. 44 734 303 171 Europe 33 146 01 4600
To fax your questions, dial: U.S.A. (408) 644-2018 U.K. 44 734 303 362 Europe 33 146 31 7172	To fax your questions, dial: U.S.A. (408) 644-2018 U.K. 44 734 303 362 Europe 33 146 31 7172
NOTE: |c0|No game hints will be given out over the phone!|c| If you want a hint, look elsewhere in this "Help" menu.	NOTE: |c0|No game hints will be given out over the phone!|c| If you want a hint, look elsewhere in this "Help" menu.
To order copies of any other fine Al Lowe game (or even a non-Al game), call our direct sales lines: U.S.A. (800) 757-7707 U.K. 44 734 303 362 Europe 33 146 01 4600	To order copies of any other fine Al Lowe game (or even a non-Al game), call our direct sales lines: U.S.A. (800) 757-7707 U.K. 44 734 303 362 Europe 33 146 01 4600
To fax your order, include your name, address, phone number, credit card number and expiration date, to: U.S.A. (408) 644-2018 U.K. 44 734 303 201 Europe 33 146 31 7172	To fax your order, include your name, address, phone number, credit card number and expiration date, to: U.S.A. (408) 644-2018 U.K. 44 734 303 201 Europe 33 146 31 7172
Technical assistance is merely a phone call away. Call for convenient, person-to-person service at: U.S.A. (206) 644-4343 U.K. 44 734 303 171 Europe 33 146 01 4600	Technical assistance is merely a phone call away. Call for convenient, person-to-person service at: U.S.A. (206) 644-4343 U.K. 44 734 303 171 Europe 33 146 01 4600
Technical assistance is also available via fax at: U.S.A. (408) 644-7697 U.K. 44 734 303 362 Europe 33 146 31 7172	Technical assistance is also available via fax at: U.S.A. (408) 644-7697 U.K. 44 734 303 362 Europe 33 146 31 7172
If you prefer to correspond by mail, be sure to give us detailed information on both your computer system and the nature of your problem. Please include your address and telephone number in case we need additional information.	If you prefer to correspond by mail, be sure to give us detailed information on both your computer system and the nature of your problem. Please include your address and telephone number in case we need additional information.
Send your written request to: Sierra On-Line, Inc. Attention: Technical Support P. O. Box 85006 Bellevue, WA 98015-8506	Send your written request to: Sierra On-Line, Inc. Attention: Technical Support P. O. Box 85006 Bellevue, WA 98015-8506
Sierra Technical Support is also available through: |c3|*|c|Our U.S.A. BBS: (206) 644-0112 or our U.K. BBS: 44 734 304 227 |c3|*|c|CompuServe: GO GAMAPUB, Sierra ID 76004,2134 |c3|*|c|Prodigy: Tech Support ID WBWW55A |c3|*|c|America On-Line: Keyword Sierra |c3|*|c|GEnie: Private E-Mail to Sierra.sup	Sierra Technical Support is also available through: |c3|*|c|Our U.S.A. BBS: (206) 644-0112 or our U.K. BBS: 44 734 304 227 |c3|*|c|CompuServe: GO GAMAPUB, Sierra ID 76004,2134 |c3|*|c|Prodigy: Tech Support ID WBWW55A |c3|*|c|America On-Line: Keyword Sierra |c3|*|c|GEnie: Private E-Mail to Sierra.sup
If you're experiencing any type of technical difficulties with your program, here are some suggestions you might try.	If you're experiencing any type of technical difficulties with your program, here are some suggestions you might try.
1. |c0|Review the README file in the CD's root directory.|c| To do this, change to your CD drive (typically D:<enter>), then type README. The README file may contain additional instructions since the documentation was printed.	1. |c0|Review the README file in the CD's root directory.|c| To do this, change to your CD drive (typically D:<enter>), then type README. The README file may contain additional instructions since the documentation was printed.
2. Boot your system with the Boot Disk you created. (See Boot Disk Instruction in the Sierra Game Manual.) Then reinstall and run the game under a Boot Disk environment.	2. Boot your system with the Boot Disk you created. (See Boot Disk Instruction in the Sierra Game Manual.) Then reinstall and run the game under a Boot Disk environment.
3. If applicable, select "Do Not Use Extended Memory" for your memory option.	3. If applicable, select "Do Not Use Extended Memory" for your memory option.
If your problems continue, call or fax Sierra Technical Support. The numbers are listed elsewhere in this menu.	If your problems continue, call or fax Sierra Technical Support. The numbers are listed elsewhere in this menu.
Answers to our most frequently asked technical questions are available by calling our Automated Technical Support Line (which we call "Robo-tech") at |c1|(206) 746-8100|c|. Follow the menus. If your specific issue is not addressed, you may write or fax us with your questions.	Answers to our most frequently asked technical questions are available by calling our Automated Technical Support Line (which we call "Robo-tech") at |c1|(206) 746-8100|c|. Follow the menus. If your specific issue is not addressed, you may write or fax us with your questions.
Answers to our most frequently asked technical questions are also available on the free Sierra BBS. At the Main Menu, select the option for Technical Help and then select the Top 10 Technical Issues.	Answers to our most frequently asked technical questions are also available on the free Sierra BBS. At the Main Menu, select the option for Technical Help and then select the Top 10 Technical Issues.
If you need a replacement diskette, or are dissatisfied with this product in any way, see your Sierra Game Manual.	If you need a replacement diskette, or are dissatisfied with this product in any way, see your Sierra Game Manual.
OUR PROMISE: We want you to be happy with every Sierra product you purchase from us. Period. If for any reason you're unhappy with the product, return it within 30 days for an exchange or a full refund... EVEN IF YOU BOUGHT IT RETAIL!	OUR PROMISE: We want you to be happy with every Sierra product you purchase from us. Period. If for any reason you're unhappy with the product, return it within 30 days for an exchange or a full refund... EVEN IF YOU BOUGHT IT RETAIL!
THE ONLY CATCH: You've got to tell us why you don't like it. Otherwise, we'll never get better. Send it back to us and we promise we'll make things right. (If you bought it at a retail outlet, please send us your original sales receipt.)	THE ONLY CATCH: You've got to tell us why you don't like it. Otherwise, we'll never get better. Send it back to us and we promise we'll make things right. (If you bought it at a retail outlet, please send us your original sales receipt.)
No, this isn't a menu of hints. You'd cheat. We know you would, because we play games, too, and we cheat every chance we get.	No, this isn't a menu of hints. You'd cheat. We know you would, because we play games, too, and we cheat every chance we get.
But we have a lot of ways for you to GET hints.	But we have a lot of ways for you to GET hints.
Hints are available by phone, hint books (order through the Sierra Sales Department), through the Sierra BBS, the ImagiNation Network (formerly The Sierra Network), many on-line services, or by mail.	Hints are available by phone, hint books (order through the Sierra Sales Department), through the Sierra BBS, the ImagiNation Network (formerly The Sierra Network), many on-line services, or by mail.
If you want an immediate response, you can call our 24 hour Hint Line at: U.S.A. |c3|(900) 370-5583|c| U.K. |c3|44 734 304 004|c| Europe |c3|33 136 68 4650|c|	If you want an immediate response, you can call our 24 hour Hint Line at: U.S.A. |c3|(900) 370-5583|c| U.K. |c3|44 734 304 004|c| Europe |c3|33 136 68 4650|c|
The charge is $0.75 each minute. U.K. customers are charged the normal rate for U.K. telephone calls. |c0|Callers under the age of 18 must get their parents' permission before calling the Hint Line. ABSOLUTELY NO HINTS WILL BE PROVIDED THROUGH OUR CUSTOMER SUPPORT LINES.|c|	The charge is $0.75 each minute. U.K. customers are charged the normal rate for U.K. telephone calls. |c0|Callers under the age of 18 must get their parents' permission before calling the Hint Line. ABSOLUTELY NO HINTS WILL BE PROVIDED THROUGH OUR CUSTOMER SUPPORT LINES.|c|
Help With ...	Help With ...
He was born in old St. Louie,	He was born in old St. Louie,
By the age of four Dad knew he was the	By the age of four Dad knew he was the
Best little crackshot the West had ever seen.	Best little crackshot the West had ever seen.
By the time he reached pubescence,	By the time he reached pubescence,
He could outshoot all the adolescents	He could outshoot all the adolescents
West of Durango and North of Abilene.	West of Durango and North of Abilene.
Pharkas, Freddy Pharkas.	Pharkas, Freddy Pharkas.
Famous gunslingin' deputy.	Famous gunslingin' deputy.
Freddy Pharkas, Freddy Pharkas,	Freddy Pharkas, Freddy Pharkas,
Frontier hero-to-be.	Frontier hero-to-be.
Then one day young Freddy Pharkas	Then one day young Freddy Pharkas
Stared at eyes as black and dark as Night, the	Stared at eyes as black and dark as Night, the
Eyes of an outlaw, well-known throughout the West.	Eyes of an outlaw, well-known throughout the West.
Oh, the tough kid's name was Kenny,	Oh, the tough kid's name was Kenny,
And he outdrew Freddy Pharkas when he	And he outdrew Freddy Pharkas when he
Shot Freddy's ear off, to prove who was the best.	Shot Freddy's ear off, to prove who was the best.
Now our hero, Freddy Pharkas,	Now our hero, Freddy Pharkas,
With his wounded pride and earless carcass,	With his wounded pride and earless carcass,
Vowed to the heavens to give up gunnery.	Vowed to the heavens to give up gunnery.
He'd be better off, he reckoned,	He'd be better off, he reckoned,
With the lifelong dream that always beckoned:	With the lifelong dream that always beckoned:
Pestles, not pistols, and pharmacology.	Pestles, not pistols, and pharmacology.
Pharkas, Freddy Pharkas,	Pharkas, Freddy Pharkas,
Highest score on his S.A.T.,	Highest score on his S.A.T.,
Freddy Pharkas, Freddy Pharkas.	Freddy Pharkas, Freddy Pharkas.
Five-year college degree.	Five-year college degree.
After Fred matriculated,	After Fred matriculated,
Got his Ph.D. and graduated,	Got his Ph.D. and graduated,
Moved out to Coarsegold and bought a pharmacy,	Moved out to Coarsegold and bought a pharmacy,
He's a real prescription writer,	He's a real prescription writer,
And they don't know he's an ex-gunfighter,	And they don't know he's an ex-gunfighter,
Locked up his mem'ries, repressed them totally.	Locked up his mem'ries, repressed them totally.
But his peaceful new survival	But his peaceful new survival
Soon was shot to hell upon arrival	Soon was shot to hell upon arrival
Of Coarsegold's schoolmarm, the sweet Penelope.	Of Coarsegold's schoolmarm, the sweet Penelope.
She has captured Fred's affection,	She has captured Fred's affection,
But he's scared he'll get a huge... rejection,	But he's scared he'll get a huge... rejection,
Can't bear to tell her just what he used to be.	Can't bear to tell her just what he used to be.
Frontier Pharmacist bourgeoisie,	Frontier Pharmacist bourgeoisie,
Peerless, earless and free!	Peerless, earless and free!
Now the whole town still remembers	Now the whole town still remembers
How the old schoolhouse was blown to embers,	How the old schoolhouse was blown to embers,
Though Miss Primm's body was never, ever found.	Though Miss Primm's body was never, ever found.
While the Sheriff and the Banker	While the Sheriff and the Banker
Left the folks of Coarsegold red with anger,	Left the folks of Coarsegold red with anger,
So, tarred and feathered, they ran 'em out of town.	So, tarred and feathered, they ran 'em out of town.
And Srini, he became an	And Srini, he became an
Ordinary Rexall Teepee Shaman	Ordinary Rexall Teepee Shaman
Down on the Pecos, where Injun hearts still burn.	Down on the Pecos, where Injun hearts still burn.
While the townsfolk, safe from danger,	While the townsfolk, safe from danger,
Talk about that silver-earlobed stranger,	Talk about that silver-earlobed stranger,
Where did he come from, and when will he return?	Where did he come from, and when will he return?
Black gold fields were his legacy.	Black gold fields were his legacy.
out of 999 points! Not bad fer a tenderfoot!	out of 999 points! Not bad fer a tenderfoot!
out of 999 points! Hold yer head up high, Buckaroo!	out of 999 points! Hold yer head up high, Buckaroo!
out of 999 points! Yer mama'd be so proud!	out of 999 points! Yer mama'd be so proud!
He looks like he could be a faithful Indian sidekick.	He looks like he could be a faithful Indian sidekick.
Look out, Freddy--Injuns! No, wait! This one's an Indian. A REAL Indian. From India! He sits atop an anthill, surrounded by swarms of ants, looking trapped. You feel sorry for him. If there were only some way you could help him.	Look out, Freddy--Injuns! No, wait! This one's an Indian. A REAL Indian. From India! He sits atop an anthill, surrounded by swarms of ants, looking trapped. You feel sorry for him. If there were only some way you could help him.
An Indian sits atop an anthill, surrounded by swarms of ants. He looks trapped. You feel sorry for him. If there were only some way you could help him.	An Indian sits atop an anthill, surrounded by swarms of ants. He looks trapped. You feel sorry for him. If there were only some way you could help him.
Thank you again, Mr. F. I am so much grateful!	Thank you again, Mr. F. I am so much grateful!
Oh? Grateful enough to accept the assistant's position I mentioned earlier? I could really use some help out around the shop.	Oh? Grateful enough to accept the assistant's position I mentioned earlier? I could really use some help out around the shop.
I would be honored! Where do I begin?	I would be honored! Where do I begin?
Hello, stranger. I haven't seen you around these parts before. I know it's none of my business, but why are you sitting on top of an active anthill in the heat of this semi-desert sun?	Hello, stranger. I haven't seen you around these parts before. I know it's none of my business, but why are you sitting on top of an active anthill in the heat of this semi-desert sun?
Oh, my formal fellow, I am but a weary traveler from a land far, far away, journeying here peacefully merely to experience the curative powers of your local mineral waters.	Oh, my formal fellow, I am but a weary traveler from a land far, far away, journeying here peacefully merely to experience the curative powers of your local mineral waters.
How cruel those Yosemite-bound tourists are! My name is Frederick Pharkas. I own the local pharmacy here in Coarsegold.	How cruel those Yosemite-bound tourists are! My name is Frederick Pharkas. I own the local pharmacy here in Coarsegold.
How do you do, Mr. Pharkas? My name is Srini Lalkaka Bagdnish. Pardon me if I don't get up.	How do you do, Mr. Pharkas? My name is Srini Lalkaka Bagdnish. Pardon me if I don't get up.
(TO SELF) Hmmm, I've been considering taking on a "loyal Indian sidekick!"	(TO SELF) Hmmm, I've been considering taking on a "loyal Indian sidekick!"
(ALOUD) I'm seeking a new assistant down at the pharmacy? Would you be considering a relocation to this area? You know, Coarsegold offers extremely reasonable housing costs and an abundance of sunny weather.	(ALOUD) I'm seeking a new assistant down at the pharmacy? Would you be considering a relocation to this area? You know, Coarsegold offers extremely reasonable housing costs and an abundance of sunny weather.
Well, no, not really, but yes. Perhaps I would be willing. But, as you can readily see, I'm quite busy at this current moment.	Well, no, not really, but yes. Perhaps I would be willing. But, as you can readily see, I'm quite busy at this current moment.
