It's not a whip.	It's not a whip.
Why, thet there's a fine, spankin' new turquoise 'n beige cowboy suit yew got there, sonny bwoy! Didjer MOMMY sew it fer ya? HYUK HYUK HAW! HYUK HYUK HAW!	Why, thet there's a fine, spankin' new turquoise 'n beige cowboy suit yew got there, sonny bwoy! Didjer MOMMY sew it fer ya? HYUK HYUK HAW! HYUK HYUK HAW!
That's a very good donkey imitation, Sheriff. Do you do horses?	That's a very good donkey imitation, Sheriff. Do you do horses?
The Sheriff stops laughing and eyes you narrowly.	The Sheriff stops laughing and eyes you narrowly.
Don't be wisin' off to me, Paraquat. I got yer number, see? I bin keepin' my eye on yew. And let me tell yew sumpin'. I don't lahk yew. Yer a do-goodin', high-falutin' sunnuva gun, and we don't lahk yer kind in these parts. So watch yer back, bwoy. I'm watchin' yew. I'm ALWAYS watchin' yew.	Don't be wisin' off to me, Paraquat. I got yer number, see? I bin keepin' my eye on yew. And let me tell yew sumpin'. I don't lahk yew. Yer a do-goodin', high-falutin' sunnuva gun, and we don't lahk yer kind in these parts. So watch yer back, bwoy. I'm watchin' yew. I'm ALWAYS watchin' yew.
Y'all should be stoppin' back on Tuesday, bwoy! Yor boots'll be ready then! HYUK HYUK! Just joshin' ya, son, ah dunno where this thang come from.	Y'all should be stoppin' back on Tuesday, bwoy! Yor boots'll be ready then! HYUK HYUK! Just joshin' ya, son, ah dunno where this thang come from.
Them's sum pretty dooded-up boots ya gots there, son! Them suckers your'n?	Them's sum pretty dooded-up boots ya gots there, son! Them suckers your'n?
A-yep. I mean, yes.	A-yep. I mean, yes.
Well, well, well! Mebbe I misjudged ya. Mebbe wif them stunnin' turquoise 'n beige boots, yer a real honest-to-gorsh GUNSLINGER! HAW HAW HAW!	Well, well, well! Mebbe I misjudged ya. Mebbe wif them stunnin' turquoise 'n beige boots, yer a real honest-to-gorsh GUNSLINGER! HAW HAW HAW!
I think you're being sarcastic.	I think you're being sarcastic.
Wal shoot, bwoy, mebbe ah am, mebbe ah ain't. It kinda depends on what "sarcastic" means.	Wal shoot, bwoy, mebbe ah am, mebbe ah ain't. It kinda depends on what "sarcastic" means.
My, my! Whut a purty hanky you got there!	My, my! Whut a purty hanky you got there!
It's my lucky neckerchief, not a hanky.	It's my lucky neckerchief, not a hanky.
Well, whutever yew callin' it, bwoy, it's right purty. Why, you could even sop up yer own blood with it if yew had to! That IS a lucky hanky, ain't it? Let's hope you never gotta do nuthin' like that! It'd be a shame to stain such a purty hanky! Wouldn't it now? Hyuk hyuk haw!	Well, whutever yew callin' it, bwoy, it's right purty. Why, you could even sop up yer own blood with it if yew had to! That IS a lucky hanky, ain't it? Let's hope you never gotta do nuthin' like that! It'd be a shame to stain such a purty hanky! Wouldn't it now? Hyuk hyuk haw!
This thang ain't got no pictures or conversations innit! Whut the devil's the use of a letter wifout pictures or conversations innit? Bor-ring, Pharmhand, bor-ring!	This thang ain't got no pictures or conversations innit! Whut the devil's the use of a letter wifout pictures or conversations innit? Bor-ring, Pharmhand, bor-ring!
Whoa there! Yew almost took mah head off with thet there shovel!	Whoa there! Yew almost took mah head off with thet there shovel!
Oh, sorry. Let me try again. I'm sure I can get it right this time.	Oh, sorry. Let me try again. I'm sure I can get it right this time.
Whut? Stop talkin' garbage, bwoy. You'se stoopit.	Whut? Stop talkin' garbage, bwoy. You'se stoopit.
Pharkist! Whut the Sam Hill are yew tryin' to do, gas me? Ah'm sufferin' as it is, whut with m'front window permanently open! Take that bagga gas outta here 'afore I pass out!	Pharkist! Whut the Sam Hill are yew tryin' to do, gas me? Ah'm sufferin' as it is, whut with m'front window permanently open! Take that bagga gas outta here 'afore I pass out!
Here, Sheriff. I thought you might like to try putting this bag over your head. It'll make your appearance more pleasing.	Here, Sheriff. I thought you might like to try putting this bag over your head. It'll make your appearance more pleasing.
Pharmakus, iffn ah didn't know better, I'd swear you'se tryin' to insult me. But yer not clever enuf fer that, areya?	Pharmakus, iffn ah didn't know better, I'd swear you'se tryin' to insult me. But yer not clever enuf fer that, areya?
No, Sheriff, I'm much too much of a dullard for that.	No, Sheriff, I'm much too much of a dullard for that.
Yeah, thet's whut I thought.	Yeah, thet's whut I thought.
Pharsight! Yew are a sick pig, yew know thet? Take that maggot-infested thang outta this here govermint office 'afore I has to THROW you out!	Pharsight! Yew are a sick pig, yew know thet? Take that maggot-infested thang outta this here govermint office 'afore I has to THROW you out!
Walp, if this ain't the stoopidest hunk o' lost-wax castin' I ever did see! An ear? Who you fixin' to fool with THAT thang, Pharkum?	Walp, if this ain't the stoopidest hunk o' lost-wax castin' I ever did see! An ear? Who you fixin' to fool with THAT thang, Pharkum?
I know I could never put one over on YOU, Sheriff.	I know I could never put one over on YOU, Sheriff.
You kin bet yer boots -- I sez, you kin bet yer boots -- on THAT!	You kin bet yer boots -- I sez, you kin bet yer boots -- on THAT!
Well lookee here, it's arts and crafts time with everbuddy's favorite Pharmacist! Thet's a loverly piece of clay-and-wax sculpture there, bwoy! Yew gonna go FAR! And if you don't git outta town SOON, yew gonna go farther then yew THOUGHT! HAR HAR HYUK!	Well lookee here, it's arts and crafts time with everbuddy's favorite Pharmacist! Thet's a loverly piece of clay-and-wax sculpture there, bwoy! Yew gonna go FAR! And if you don't git outta town SOON, yew gonna go farther then yew THOUGHT! HAR HAR HYUK!
Well, looks like yew'll have a new line o' work onct you git outta town, bwoy... carvin' prosthesises! That is, iffn yew git outta town IN ONE PIECE! Haw haw haw!	Well, looks like yew'll have a new line o' work onct you git outta town, bwoy... carvin' prosthesises! That is, iffn yew git outta town IN ONE PIECE! Haw haw haw!
Tryin' to POISON me, bwoy? Do I LOOK sick? I don't THANK I look sick! Wuz I sick wiffout mah KNOWIN' it?	Tryin' to POISON me, bwoy? Do I LOOK sick? I don't THANK I look sick! Wuz I sick wiffout mah KNOWIN' it?
Yew bet yer prescription-filling BEHIND yew don't thank so! Now don't you be slippin' me none of yer medications agin, or ah'll be VERY unhappy witchoo. Yew hear me, bwoy?	Yew bet yer prescription-filling BEHIND yew don't thank so! Now don't you be slippin' me none of yer medications agin, or ah'll be VERY unhappy witchoo. Yew hear me, bwoy?
I hear ya.	I hear ya.
GOOD!	GOOD!
The Sheriff's big old desk is cluttered with all sorts of crime-fighting paraphernalia... just in case the Sheriff decides to fight some crime someday.	The Sheriff's big old desk is cluttered with all sorts of crime-fighting paraphernalia... just in case the Sheriff decides to fight some crime someday.
Keep your hands offn m'crap, Parakwat.	Keep your hands offn m'crap, Parakwat.
Pharkas.	Pharkas.
Whutever.	Whutever.
Sheriff Shrift has tastefully decorated his window in the fashionable "Noveau Leavenworth" style.	Sheriff Shrift has tastefully decorated his window in the fashionable "Noveau Leavenworth" style.
Them there bars're mortared in place nice and tight, bwoy! No amount of tuggin's gone budge 'em. Jes' give that one up right NOW.	Them there bars're mortared in place nice and tight, bwoy! No amount of tuggin's gone budge 'em. Jes' give that one up right NOW.
That's the jail cell, where Sheriff Checkum ("Chicken") P. Shift tosses the bad guys. With the town's population dwindling, there haven't been many occupants lately.	That's the jail cell, where Sheriff Checkum ("Chicken") P. Shift tosses the bad guys. With the town's population dwindling, there haven't been many occupants lately.
Yew wantin' to spend a night in the hoosegow, son? I think that can be arranged, hyuk hyuk!	Yew wantin' to spend a night in the hoosegow, son? I think that can be arranged, hyuk hyuk!
It's supposed to look like authentic Western masonry, but it's really a fiberglass polymer, nice and light and perfect for Western sets like these.	It's supposed to look like authentic Western masonry, but it's really a fiberglass polymer, nice and light and perfect for Western sets like these.
They're cee-mented in place, Pharkberg. Do yer worst, y'cain't hardly move 'em.	They're cee-mented in place, Pharkberg. Do yer worst, y'cain't hardly move 'em.
Technically, the fiberglass polymer set is all one piece, so you can't move it.	Technically, the fiberglass polymer set is all one piece, so you can't move it.
Those are the Sheriff's six-guns. Actually, they're revolvers and rifles... but there are six of them!	Those are the Sheriff's six-guns. Actually, they're revolvers and rifles... but there are six of them!
Hey, Porkers! Them's my official shootin' irons, an' yew don't wanna be touchin' 'em. I could clap you in irons fer thet.	Hey, Porkers! Them's my official shootin' irons, an' yew don't wanna be touchin' 'em. I could clap you in irons fer thet.
This looks like a table.	This looks like a table.
Yew break it, yew bought it! Hyuk, hyuk.	Yew break it, yew bought it! Hyuk, hyuk.
The Sheriff keeps this lamp lit so's he can read his procedural manuals and see the pictures REAL good.	The Sheriff keeps this lamp lit so's he can read his procedural manuals and see the pictures REAL good.
Leave it be, Pharmint, I gotta see muh penal diagrams good.	Leave it be, Pharmint, I gotta see muh penal diagrams good.
The Sheriff hung his hat and long coat on the rack.	The Sheriff hung his hat and long coat on the rack.
Y'all jus' leave them duds alone, bwoy. You knows I like you, bwoy, but you go pokin' 'round in a man's privates, I takes your hand off in nuthin' flat, bwoy, jus' like that.	Y'all jus' leave them duds alone, bwoy. You knows I like you, bwoy, but you go pokin' 'round in a man's privates, I takes your hand off in nuthin' flat, bwoy, jus' like that.
Some of the Sheriff's law-and-order books: PentUpHouse, Letters to PentUpHouse, PentUpHouse Pets, PentUpHouse Forum, Female Convicts in Bondage, Babes 'n Bars, and Debbie Does Cell Block D.	Some of the Sheriff's law-and-order books: PentUpHouse, Letters to PentUpHouse, PentUpHouse Pets, PentUpHouse Forum, Female Convicts in Bondage, Babes 'n Bars, and Debbie Does Cell Block D.
Leave 'em be, Pharkmeister, y'all ain't got no business stickin' your nose in mah penal codes.	Leave 'em be, Pharkmeister, y'all ain't got no business stickin' your nose in mah penal codes.
This is where the Sheriff keeps his trade journals.	This is where the Sheriff keeps his trade journals.
Hey! Pharberg! Y'all keep yer hands offn mah bookshelves.	Hey! Pharberg! Y'all keep yer hands offn mah bookshelves.
Wouldja mind not tearin' that down, Pharkem? I ain't caught that critter yet.	Wouldja mind not tearin' that down, Pharkem? I ain't caught that critter yet.
It's an old Register clock.	It's an old Register clock.
It don't need windin', Barkus, it's one of them clocks what winds itself from the constant vibrations of California's shaky tectonic plates.	It don't need windin', Barkus, it's one of them clocks what winds itself from the constant vibrations of California's shaky tectonic plates.
This turn-of-the-century Sheriff's office is manned by a real turn-of-the-century Sheriff.	This turn-of-the-century Sheriff's office is manned by a real turn-of-the-century Sheriff.
You can't commune with the environment in that fashion.	You can't commune with the environment in that fashion.
Whut choo lookin' for, bwoy?	Whut choo lookin' for, bwoy?
That's an old trunk, dated back to the 1870s. Actually, in that case, it's pretty new!	That's an old trunk, dated back to the 1870s. Actually, in that case, it's pretty new!
If yew get that thang open, Pharkly, let me know. It's bin locked fer years. Nuttin' in it, as fur as I know.	If yew get that thang open, Pharkly, let me know. It's bin locked fer years. Nuttin' in it, as fur as I know.
That's the key to the Pharmacy, not the key to this trunk. There IS no key to this trunk! It can't be opened!	That's the key to the Pharmacy, not the key to this trunk. There IS no key to this trunk! It can't be opened!
You can't open the trunk with the ice pick. In fact, you can't open the trunk at all.	You can't open the trunk with the ice pick. In fact, you can't open the trunk at all.
That key doesn't work with this trunk. Anyway, there's nothing in the trunk.	That key doesn't work with this trunk. Anyway, there's nothing in the trunk.
There's no need to pry the trunk open with the knife. There's nothing inside the trunk.	There's no need to pry the trunk open with the knife. There's nothing inside the trunk.
That's not a trunk key. In fact, there IS no key to this trunk. Just leave it alone.	That's not a trunk key. In fact, there IS no key to this trunk. Just leave it alone.
That key won't open this trunk. There's nothing in this trunk anyway! Leave it alone!	That key won't open this trunk. There's nothing in this trunk anyway! Leave it alone!
There's no reason to shoot the trunk open. There's nothing inside.	There's no reason to shoot the trunk open. There's nothing inside.
This is the Sheriff's spittoon, where he gets most of his target practice.	This is the Sheriff's spittoon, where he gets most of his target practice.
Drop it, Pharkenstein. I'm startin' a collection.	Drop it, Pharkenstein. I'm startin' a collection.
Y'all mind leavin' thet thang up there? Whenever I feel m'self gettin' soft, I jes' look at that ugly varmint and get the ol' fires stoked up again.	Y'all mind leavin' thet thang up there? Whenever I feel m'self gettin' soft, I jes' look at that ugly varmint and get the ol' fires stoked up again.
It's an old bucket. Sheriff Shift occasionally likes to soak his feet.	It's an old bucket. Sheriff Shift occasionally likes to soak his feet.
Quit pokin' 'round in muh foot-soaking tub, Pharkblatt, unless you wuz goin' to soak muh feet fer me. Hyar, hyar!	Quit pokin' 'round in muh foot-soaking tub, Pharkblatt, unless you wuz goin' to soak muh feet fer me. Hyar, hyar!
Say, Sheriff! I know how much a law enforcement person like yourself enjoys a good hot cup of coffee every now and then.	Say, Sheriff! I know how much a law enforcement person like yourself enjoys a good hot cup of coffee every now and then.
Thanks, pardner! But 'cha know what? Sumptin sweet would shore taste good right now!	Thanks, pardner! But 'cha know what? Sumptin sweet would shore taste good right now!
Why, I bet that's true. I'll be glad to try and find you something to munch on. But, in the meantime, I've been thinking about moving to another city. But, I've got no bullets. I was wondering if you have any bullets that would fit an old .45?	Why, I bet that's true. I'll be glad to try and find you something to munch on. But, in the meantime, I've been thinking about moving to another city. But, I've got no bullets. I was wondering if you have any bullets that would fit an old .45?
Whey, shore, son. Here. Have a box o' these Remingtons! No charge; they're on the County.	Whey, shore, son. Here. Have a box o' these Remingtons! No charge; they're on the County.
Here's what you wanted, Sheriff. A nice hot cup of Mom's coffee.	Here's what you wanted, Sheriff. A nice hot cup of Mom's coffee.
Thanks, pardner! This'll shore go good wit' dat apple pie you gave me!	Thanks, pardner! This'll shore go good wit' dat apple pie you gave me!
You are most welcome, Sheriff. Say, you wouldn't happen to have a spare gun cleaning kit, would you? These old pistols of mine are dirty as sin!	You are most welcome, Sheriff. Say, you wouldn't happen to have a spare gun cleaning kit, would you? These old pistols of mine are dirty as sin!
Okay, son. But this gun cleanin' kit'll be the last thing I give ya. Now git chur pistols cleaned, git chur horse packed up and git chur ass outta town!	Okay, son. But this gun cleanin' kit'll be the last thing I give ya. Now git chur pistols cleaned, git chur horse packed up and git chur ass outta town!
Here, Sheriff Shift. I know how much a law-enforcing person like yourself appreciates a good fatty dessert-like foodstuff for breakfast.	Here, Sheriff Shift. I know how much a law-enforcing person like yourself appreciates a good fatty dessert-like foodstuff for breakfast.
Whey, thank cue! I bin so hongrey I coulda et a bear! But, do ya think I could git a cuppa coffee to go with this?	Whey, thank cue! I bin so hongrey I coulda et a bear! But, do ya think I could git a cuppa coffee to go with this?
Why, sure, Sheriff. But, in the meantime, I've been thinking about moving to another city. But, I've got no bullets. I was wondering if you have any bullets that would fit an old .45?	Why, sure, Sheriff. But, in the meantime, I've been thinking about moving to another city. But, I've got no bullets. I was wondering if you have any bullets that would fit an old .45?
Here you go, Sheriff Shift. I found some of Mom's nice hot apple pie for ya. I know how much a law-enforcing person like yourself enjoys sweet, fatty breakfasts.	Here you go, Sheriff Shift. I found some of Mom's nice hot apple pie for ya. I know how much a law-enforcing person like yourself enjoys sweet, fatty breakfasts.
Whey, thank cue! I bin so hongrey I coulda et a bear! This'll shore go good with that cuppa coffee ya brung me earlier!	Whey, thank cue! I bin so hongrey I coulda et a bear! This'll shore go good with that cuppa coffee ya brung me earlier!
Uh, Sheriff? do you have anything I could use to clean these old guns of mine before I leave town? They're mighty dirty and I want to be prepared for my long journey!	Uh, Sheriff? do you have anything I could use to clean these old guns of mine before I leave town? They're mighty dirty and I want to be prepared for my long journey!
Okay, son. But this gun cleanin' kit'll be the last thing I give ya. Now git chur guns cleaned, git chur horse packed and git chur ass outta ma town!	Okay, son. But this gun cleanin' kit'll be the last thing I give ya. Now git chur guns cleaned, git chur horse packed and git chur ass outta ma town!
The Sheriff's favorite desk chair has, over the years, just about welded itself to the floor.	The Sheriff's favorite desk chair has, over the years, just about welded itself to the floor.
You can't move the chair legs. They've become part of the floor. Sheriff Shift isn't exactly a go-getter.	You can't move the chair legs. They've become part of the floor. Sheriff Shift isn't exactly a go-getter.
That's the stolen apple pie you gave Sheriff Shift.	That's the stolen apple pie you gave Sheriff Shift.
