You're not going to show me your handkerchief trick, are you?	You're not going to show me your handkerchief trick, are you?
Glancing around to make sure nobody's looking, you turn to the moosehead and say...	Glancing around to make sure nobody's looking, you turn to the moosehead and say...
Hey, moose! Decided to quit while you were "a head?" (CHUCKLE)	Hey, moose! Decided to quit while you were "a head?" (CHUCKLE)
You chuckle quietly until you hear the moose reply, "Hey, buddy, you're really funny! Why, that's the first time I've heard that joke... TODAY!!"	You chuckle quietly until you hear the moose reply, "Hey, buddy, you're really funny! Why, that's the first time I've heard that joke... TODAY!!"
It's way out of reach. Just like prosperity.	It's way out of reach. Just like prosperity.
Here, moosey moosey! Have some cashola!	Here, moosey moosey! Have some cashola!
The moose just looks at you as if to say, "I don't need your money. All I need is a home to hang my head on."	The moose just looks at you as if to say, "I don't need your money. All I need is a home to hang my head on."
That would certainly be adding insult to injury!	That would certainly be adding insult to injury!
It's a hat rack, where the patrons hang their hats, coats, gun belts... and the occasional short stranger!	It's a hat rack, where the patrons hang their hats, coats, gun belts... and the occasional short stranger!
It wouldn't do to be caught walking off with somebody's hat, coat, gun belt... or whatever.	It wouldn't do to be caught walking off with somebody's hat, coat, gun belt... or whatever.
This is no time to be messing with that!	This is no time to be messing with that!
It's a likeness of Chastity, one of the girls over at Madame Ovaree's. She's so lifelike, you feel as if you could just reach out and touch her. And you'd save $2.00 that way, too!	It's a likeness of Chastity, one of the girls over at Madame Ovaree's. She's so lifelike, you feel as if you could just reach out and touch her. And you'd save $2.00 that way, too!
Chastity, Chastity, Chastity.	Chastity, Chastity, Chastity.
Shh, don't talk to me while I'm painting.	Shh, don't talk to me while I'm painting.
That'll be twenty bucks for a quick feel of the painting.	That'll be twenty bucks for a quick feel of the painting.
Sorry. Never mind, then.	Sorry. Never mind, then.
Doesn't matter, there's nothing behind the painting anyway.	Doesn't matter, there's nothing behind the painting anyway.
This is another of the Saloon's rugged, rough-hewn tables. It's reserved for down-on-their-luck losers, imbeciles, sad sacks, hopeless cases, and deadbeats. That is to say: General Admission.	This is another of the Saloon's rugged, rough-hewn tables. It's reserved for down-on-their-luck losers, imbeciles, sad sacks, hopeless cases, and deadbeats. That is to say: General Admission.
You try to move it, but the layers of beer on the floor only allow it to move an inch or so, making a sound like velcro being pulled apart. If you've ever been to a beer hall or movie theatre, you know the feeling.	You try to move it, but the layers of beer on the floor only allow it to move an inch or so, making a sound like velcro being pulled apart. If you've ever been to a beer hall or movie theatre, you know the feeling.
The Saloon is filled with rugged rough-hewn tables. This particular one is reserved for rowdy, ugly, nasty and mean drunks. In other words, it's open seating.	The Saloon is filled with rugged rough-hewn tables. This particular one is reserved for rowdy, ugly, nasty and mean drunks. In other words, it's open seating.
This table is glued to the floor by thousands of layers of mostly-dried beer.	This table is glued to the floor by thousands of layers of mostly-dried beer.
This is the Wheel of Fortune table. Guess the right number and Sam will tell you your fortune.	This is the Wheel of Fortune table. Guess the right number and Sam will tell you your fortune.
There's nothing on the table worth taking. And the table itself isn't even worth taking.	There's nothing on the table worth taking. And the table itself isn't even worth taking.
This honky-tonk piano is 82-and-a-half keys of pure musical entertainment.	This honky-tonk piano is 82-and-a-half keys of pure musical entertainment.
Sorry, you're not allowed to play the piano. This is a Union set, folks!	Sorry, you're not allowed to play the piano. This is a Union set, folks!
This is a chandelier. Most nights you can find at least one or two drunk 'n rowdy cowhands swinging from this thing. Business must be a mite slow today.	This is a chandelier. Most nights you can find at least one or two drunk 'n rowdy cowhands swinging from this thing. Business must be a mite slow today.
You're not nearly drunk enough to do any chandelier-swinging. And you can't get drunk... you're the Designated Hero!	You're not nearly drunk enough to do any chandelier-swinging. And you can't get drunk... you're the Designated Hero!
A beautiful mural from the Starving Artists of Oxnard. They used to hold sales a couple times a year over in the lobby of the Dirty Sheets Hotel.	A beautiful mural from the Starving Artists of Oxnard. They used to hold sales a couple times a year over in the lobby of the Dirty Sheets Hotel.
There's nothing behind the painting (except for a $2.00 price tag).	There's nothing behind the painting (except for a $2.00 price tag).
It appears to be a tiny picture of some field mice playing poker.	It appears to be a tiny picture of some field mice playing poker.
What, and steal an original Stuart Little oil painting?	What, and steal an original Stuart Little oil painting?
Sam Andreas's burnished maplewood bar is the one bar to belly up to when you're bellying up to more than one!	Sam Andreas's burnished maplewood bar is the one bar to belly up to when you're bellying up to more than one!
Try as you might, you can't seem to take the bar. Sam must've nailed it in place so that nobody throws it at nobody else during a brawl.	Try as you might, you can't seem to take the bar. Sam must've nailed it in place so that nobody throws it at nobody else during a brawl.
Sam has stocked the bar with every brand of cheap rotgut listed in the Mr. Fresno's Saloonkeeper Guide:	Sam has stocked the bar with every brand of cheap rotgut listed in the Mr. Fresno's Saloonkeeper Guide:
Even though you're one of his more refined customers, if you try taking one of those bottles, you'll be doing shots of hot lead the hard way -- directly through the abdomen!	Even though you're one of his more refined customers, if you try taking one of those bottles, you'll be doing shots of hot lead the hard way -- directly through the abdomen!
It's the Wheel of Fortune, used mostly on the Golden Balls' Wednesday Casino Night. But don't come in on Tuesday; that's Kink Night. They strap Whittlin' Willy to the Wheel of Fortune, and... Oh, never mind, you don't want to know!	It's the Wheel of Fortune, used mostly on the Golden Balls' Wednesday Casino Night. But don't come in on Tuesday; that's Kink Night. They strap Whittlin' Willy to the Wheel of Fortune, and... Oh, never mind, you don't want to know!
You're tempted to spin the wheel and shout, "Big money! Big money!" But you hate looking like an absolute moron.	You're tempted to spin the wheel and shout, "Big money! Big money!" But you hate looking like an absolute moron.
This is the world-famous Golden Balls Stage. Most days, you can find major vaudeville acts here, bringing their own unique brands of music, comedy, dance, and magic to the deserving folks of Coarsegold.	This is the world-famous Golden Balls Stage. Most days, you can find major vaudeville acts here, bringing their own unique brands of music, comedy, dance, and magic to the deserving folks of Coarsegold.
That's not the way to get onto the stage. It takes practice, practice, practice.	That's not the way to get onto the stage. It takes practice, practice, practice.
Welcome to Sam Andreas's Golden Balls Saloon. He was going to call it "Sam Andreas's Nugget," but decided that had disgusting sexual overtones.	Welcome to Sam Andreas's Golden Balls Saloon. He was going to call it "Sam Andreas's Nugget," but decided that had disgusting sexual overtones.
Most saloon fixtures won't talk to the customers.	Most saloon fixtures won't talk to the customers.
That's Sam's property. Keep your prescription-fillin' hands offa it.	That's Sam's property. Keep your prescription-fillin' hands offa it.
This looks suspiciously like a door.	This looks suspiciously like a door.
Say! That's Wheaton "Aces" Hall, the infamous riverboat gambler!	Say! That's Wheaton "Aces" Hall, the infamous riverboat gambler!
How peculiar. Why would a riverboat gambler, especially one as successful and popular as Aces, come to a two-bit burg like Coarsegold? This can't be a coincidence. Someone must've sent him a wire. But WHY?	How peculiar. Why would a riverboat gambler, especially one as successful and popular as Aces, come to a two-bit burg like Coarsegold? This can't be a coincidence. Someone must've sent him a wire. But WHY?
How's the game going, slick?	How's the game going, slick?
Who wants to know?	Who wants to know?
Just interested.	Just interested.
Well, it's going very nicely, Justin. I've won the deeds to the Saloon, the Cafe, the School, and several other plots of land. My employer will be pleased. I should have the rest of the town sewn up in a few minutes.	Well, it's going very nicely, Justin. I've won the deeds to the Saloon, the Cafe, the School, and several other plots of land. My employer will be pleased. I should have the rest of the town sewn up in a few minutes.
Who's your employer?	Who's your employer?
Sorry, that information is covered under the terms of boss-hustler privilege.	Sorry, that information is covered under the terms of boss-hustler privilege.
Doesn't it bother you that you're bilking these people out of their homes and businesses?	Doesn't it bother you that you're bilking these people out of their homes and businesses?
I've seen their homes and businesses. Trust me. I'm doing them a favor.	I've seen their homes and businesses. Trust me. I'm doing them a favor.
I'm making a citizen's arrest. You're cheating, I know it.	I'm making a citizen's arrest. You're cheating, I know it.
Citizen's arrest? Citizen's arrest? (CHUCKLE)	Citizen's arrest? Citizen's arrest? (CHUCKLE)
Don't even try it. The Sheriff knows I'm here. In fact, I have his blessing.	Don't even try it. The Sheriff knows I'm here. In fact, I have his blessing.
Lay a hand on me and they'll be sifting your corpse for buckshot.	Lay a hand on me and they'll be sifting your corpse for buckshot.
Geez! In Europe, I hear men touch each other all the time, and hardly ever shoot each other for it.	Geez! In Europe, I hear men touch each other all the time, and hardly ever shoot each other for it.
Yeah, well, over here, we're much more civilized.	Yeah, well, over here, we're much more civilized.
Get away from me, kid, ya bother me.	Get away from me, kid, ya bother me.
You can't shoot him in cold blood, Freddy. It runs contrary to every fiber of your being! Besides, there are better ways to impress the ladies!	You can't shoot him in cold blood, Freddy. It runs contrary to every fiber of your being! Besides, there are better ways to impress the ladies!
It's Doc's whisky glass, mostly empty right now.	It's Doc's whisky glass, mostly empty right now.
You pick up the whisky glass.	You pick up the whisky glass.
It's one of Sam's rickety old tables.	It's one of Sam's rickety old tables.
There's nothing on it worth taking, and you can't move it.	There's nothing on it worth taking, and you can't move it.
It's the table usually reserved for the guys who play poker. And the women who love them!	It's the table usually reserved for the guys who play poker. And the women who love them!
You're not the type to gamble. In other words, you're POOR!	You're not the type to gamble. In other words, you're POOR!
You don't want to start playing Poker with this guy. He's known far and wide as a cheat. In fact, if you could catch him red-handed, you might be able to stop him before he wins away every last piece of property in town!	You don't want to start playing Poker with this guy. He's known far and wide as a cheat. In fact, if you could catch him red-handed, you might be able to stop him before he wins away every last piece of property in town!
There won't be another poker game here for quite awhile.	There won't be another poker game here for quite awhile.
Ah'm gonna have to arrest yew for attempted murder, stranger. Yew shouldna' oughtta shot him in cold blood like that. Gamblin, ah kin overlook; suspicious accidents, ah kin overlook; unfortunate co-inky-dinks, ah kin overlook. But you shot this boy straight out, son. Hate to hear whut th' Judge is gonna have to say about this! Why, I think yer gonna HANG, boy!	Ah'm gonna have to arrest yew for attempted murder, stranger. Yew shouldna' oughtta shot him in cold blood like that. Gamblin, ah kin overlook; suspicious accidents, ah kin overlook; unfortunate co-inky-dinks, ah kin overlook. But you shot this boy straight out, son. Hate to hear whut th' Judge is gonna have to say about this! Why, I think yer gonna HANG, boy!
This is a chandelier. Most nights you can find at least one or two drunk 'n' rowdy cowhands swinging from this thing. Business must be a mite slow today.	This is a chandelier. Most nights you can find at least one or two drunk 'n' rowdy cowhands swinging from this thing. Business must be a mite slow today.
It's way over your head. Like most of these jokes!	It's way over your head. Like most of these jokes!
It's Baa-Bara Mandrill and the Baa-bettes, stars of stage, screen and barnyard!	It's Baa-Bara Mandrill and the Baa-bettes, stars of stage, screen and barnyard!
Shear it off! Shear it |c2|ALL|c| off!	Shear it off! Shear it |c2|ALL|c| off!
Don't touch 'em, you'll throw off their timing. Besides, the lanolin will make your hands soft and squishy like a girl's.	Don't touch 'em, you'll throw off their timing. Besides, the lanolin will make your hands soft and squishy like a girl's.
It's Neville Shute, The Piano Player. He's Doing the Best He Can!	It's Neville Shute, The Piano Player. He's Doing the Best He Can!
Play it, Neville.	Play it, Neville.
Neville, in order not to lose track of the piece he's playing, says nothing. However, he raises his eyebrows as if to say, "Certainly, sir, I'll be happy to play whatever selection you'd care to hear, and what's more, I'll make this old piano sound like a whole orchestra!"	Neville, in order not to lose track of the piece he's playing, says nothing. However, he raises his eyebrows as if to say, "Certainly, sir, I'll be happy to play whatever selection you'd care to hear, and what's more, I'll make this old piano sound like a whole orchestra!"
Don't throttle him, he's doing the best he can.	Don't throttle him, he's doing the best he can.
Neville Shute earns a good salary, plus tips. He doesn't need your contributions.	Neville Shute earns a good salary, plus tips. He doesn't need your contributions.
Hey! You're not supposed to shoot him! If you don't like his music, turn down your volume!	Hey! You're not supposed to shoot him! If you don't like his music, turn down your volume!
It's Ollie Oxenfree, the guy who owns the fig farms on the northern side of Collier Bluff! He's the worst gambler in town! He'll lose the entire North 40 in no time!	It's Ollie Oxenfree, the guy who owns the fig farms on the northern side of Collier Bluff! He's the worst gambler in town! He'll lose the entire North 40 in no time!
Ollie, listen to me! Don't do it! It's not worth it!	Ollie, listen to me! Don't do it! It's not worth it!
Don't waste your breath. Ollie needs what little concentration he has just to hang onto his farm a few minutes longer.	Don't waste your breath. Ollie needs what little concentration he has just to hang onto his farm a few minutes longer.
Ollie ignores you. Apparently he's a little preoccupied with this "losing your home and livelihood" business.	Ollie ignores you. Apparently he's a little preoccupied with this "losing your home and livelihood" business.
Don't bother trying to distract Ollie with doodads and knicknacks. His attention is firmly established elsewise.	Don't bother trying to distract Ollie with doodads and knicknacks. His attention is firmly established elsewise.
Ollie's not worth shooting. However, he IS worth hanging. Maybe in the sequel?	Ollie's not worth shooting. However, he IS worth hanging. Maybe in the sequel?
Hey, these chairs don't have any chewing gum stuck to the undersides! But look out for wads of chewing tobacco.	Hey, these chairs don't have any chewing gum stuck to the undersides! But look out for wads of chewing tobacco.
Those chairs are for drinking customers only, and if I'm not mistaken, you're the Designated Hero this week.	Those chairs are for drinking customers only, and if I'm not mistaken, you're the Designated Hero this week.
Gambling away his Keg 'n Barrel shop is Cooper "Coop" Cooper. He, his wife, his children, and his parents all work in his barrel shop. He's a cooper, she's a cooper, they're all coopers. (Wouldn't you like to be a cooper, too?)	Gambling away his Keg 'n Barrel shop is Cooper "Coop" Cooper. He, his wife, his children, and his parents all work in his barrel shop. He's a cooper, she's a cooper, they're all coopers. (Wouldn't you like to be a cooper, too?)
Hey, Cooper! Don't do it! You'll lose everything!	Hey, Cooper! Don't do it! You'll lose everything!
He ignores you. You're spoiling his lack of concentration!	He ignores you. You're spoiling his lack of concentration!
Don't bother him now, he's trying to recoop his losses!	Don't bother him now, he's trying to recoop his losses!
Cooper apparently isn't interested in "Show 'n Tell."	Cooper apparently isn't interested in "Show 'n Tell."
But... but Cooper's got a wife and kids! Maybe that's why he's in the Saloon?	But... but Cooper's got a wife and kids! Maybe that's why he's in the Saloon?
That's Muff Potter. Nice to see him and Joe getting along again! He owns -- or at least, he DID own until he started gambling today -- a huge tract of land along the south side of town, where Chinatown used to be.	That's Muff Potter. Nice to see him and Joe getting along again! He owns -- or at least, he DID own until he started gambling today -- a huge tract of land along the south side of town, where Chinatown used to be.
Hey, Muff! Don't play with this guy, he cheats!	Hey, Muff! Don't play with this guy, he cheats!
Muff nods his head in agreement, then returns to playing. Muff's never been too bright.	Muff nods his head in agreement, then returns to playing. Muff's never been too bright.
Don't poke him right now, he's concentrating on losing everything. And he's doing very well!	Don't poke him right now, he's concentrating on losing everything. And he's doing very well!
Don't bother giving that to Muff. He'll just gamble it away.	Don't bother giving that to Muff. He'll just gamble it away.
You'd shoot poor ol' Muff? Shame, shame!	You'd shoot poor ol' Muff? Shame, shame!
That's Joe, the guy that had a bad time with ol' Muff Potter a few years back. He owns a local tourist trap. And "trap" it is! He trapped a couple of punks in there a few years back, Tom and Becky something or other. They almost didn't get out. Somebody oughtta write a book about it!	That's Joe, the guy that had a bad time with ol' Muff Potter a few years back. He owns a local tourist trap. And "trap" it is! He trapped a couple of punks in there a few years back, Tom and Becky something or other. They almost didn't get out. Somebody oughtta write a book about it!
You're gambling the Tourist Center away? Say it ain't so, Joe!	You're gambling the Tourist Center away? Say it ain't so, Joe!
Joe grunts. That's the most you've ever heard him say!	Joe grunts. That's the most you've ever heard him say!
Don't poke this guy. He's mean.	Don't poke this guy. He's mean.
Joe is far too proud and noble to take what you have to give him. He'd rather steal it!	Joe is far too proud and noble to take what you have to give him. He'd rather steal it!
You can't shoot a man for gambling! Well, maybe in SOME states.	You can't shoot a man for gambling! Well, maybe in SOME states.
Three mean-looking hombres sit up close to the stage. Upon closer examination, you see that they're drinking wine spritzers. Maybe they're not so mean after all.	Three mean-looking hombres sit up close to the stage. Upon closer examination, you see that they're drinking wine spritzers. Maybe they're not so mean after all.
Welcome to Coarsegold, strangers! I haven't seen you around these parts before. You new in town?	Welcome to Coarsegold, strangers! I haven't seen you around these parts before. You new in town?
You hear the unmistakable sound of grinding and cracking teeth. You hear the splitting, tearing sound of six severely chapped lips curling up in ugly sneers. You hear the pop of knuckles as three trigger fingers flex in readiness. You decide your friendly, offhand comments have been misinterpreted.	You hear the unmistakable sound of grinding and cracking teeth. You hear the splitting, tearing sound of six severely chapped lips curling up in ugly sneers. You hear the pop of knuckles as three trigger fingers flex in readiness. You decide your friendly, offhand comments have been misinterpreted.
You don't want to touch these hombres. They don't look like they're into close physical contact.	You don't want to touch these hombres. They don't look like they're into close physical contact.
They don't want it.	They don't want it.
As you cock the hammers back on your pistols... you suddenly hear a whole CHORUS of pistols make the same sound. You gently ease the hammer forward, slowly, without making any sudden moves. Smart boy.	As you cock the hammers back on your pistols... you suddenly hear a whole CHORUS of pistols make the same sound. You gently ease the hammer forward, slowly, without making any sudden moves. Smart boy.
Without warning, you hear gunshots out in front of the Saloon, plus lots of yelling and shouting. What's going on out there?	Without warning, you hear gunshots out in front of the Saloon, plus lots of yelling and shouting. What's going on out there?
The Ballad of the Frontier Pharmacist	The Ballad of the Frontier Pharmacist
Revolucion Numero 9	Revolucion Numero 9
I've Grown Accustomed to Your Ace	I've Grown Accustomed to Your Ace
Hot Lead in the Old Town Tonight	Hot Lead in the Old Town Tonight
The Varmint of Baghdad	The Varmint of Baghdad
Gunrise, Gunset	Gunrise, Gunset
When You Say Blood	When You Say Blood
Zircon Jim's Theme	Zircon Jim's Theme
Singh Sungh Blue	Singh Sungh Blue
My Sweet Cranky Ol' Mom	My Sweet Cranky Ol' Mom
Play it, Neville. Play...	Play it, Neville. Play...
Rewind	Rewind
Rewind-O-Matic	Rewind-O-Matic
Be Kind! Please Rewind!	Be Kind! Please Rewind!
The brass rail runs along the length of the bar.	The brass rail runs along the length of the bar.
But you don't know where that bar rail has been!	But you don't know where that bar rail has been!
Hey, you wouldn't want to do me a little favor, would you? Kinda distract Aces so's I can get a shot off?	Hey, you wouldn't want to do me a little favor, would you? Kinda distract Aces so's I can get a shot off?
What's in it for me?	What's in it for me?
Nice 'tude.	Nice 'tude.
You can't reach him now. Throttle him later, once you've settled with Aces.	You can't reach him now. Throttle him later, once you've settled with Aces.
Goodness, the Saloon sure filled up fast! Practically the whole town's gathered round to see you die a bloody death... I mean, to see you bring Aces to justice!	Goodness, the Saloon sure filled up fast! Practically the whole town's gathered round to see you die a bloody death... I mean, to see you bring Aces to justice!
Don't ask the townies for help, Freddy. The ball's in your court.	Don't ask the townies for help, Freddy. The ball's in your court.
There's nothing you can reach from your strategically rotten position behind the overturned table.	There's nothing you can reach from your strategically rotten position behind the overturned table.
Wheaton "Aces" Hall, the infamous riverboat gambler, seems to have you under a barrel!	Wheaton "Aces" Hall, the infamous riverboat gambler, seems to have you under a barrel!
Give yourself up, Aces! I caught you red-handed!	Give yourself up, Aces! I caught you red-handed!
(GEORGE BUSH) Never! Not gonna do it. Nope. Wouldn't be prudent at this juncture.	(GEORGE BUSH) Never! Not gonna do it. Nope. Wouldn't be prudent at this juncture.
But I caught you!	But I caught you!
Yes, but I ain't goin' nowhere if I can help it! And I warn you, if you shoot me in cold blood, you'll HANG!	Yes, but I ain't goin' nowhere if I can help it! And I warn you, if you shoot me in cold blood, you'll HANG!
Drop your gun and give up! You can't win!	Drop your gun and give up! You can't win!
Considering you're the one cowering behind a table, don't you think YOU should be the one giving up?	Considering you're the one cowering behind a table, don't you think YOU should be the one giving up?
I'm not cowering!	I'm not cowering!
Could've fooled me.	Could've fooled me.
I'm going to count to three, and when I reach three, you'd better have your hands in the air!	I'm going to count to three, and when I reach three, you'd better have your hands in the air!
Oh, my, I'm a-scared.	Oh, my, I'm a-scared.
ONE!	ONE!
You realize, I hope, that the moment you show your head or any part of your body around that table, I'll shoot you dead. You DO know that, don't you?	You realize, I hope, that the moment you show your head or any part of your body around that table, I'll shoot you dead. You DO know that, don't you?
TWO!	TWO!
It's no shirt off MY back, of course. The Sheriff'll never arrest ME for murder. We're both on the same team, ya know.	It's no shirt off MY back, of course. The Sheriff'll never arrest ME for murder. We're both on the same team, ya know.
TWO-AND-A-HALF!	TWO-AND-A-HALF!
Just let me shoot you now. This is embarassing.	Just let me shoot you now. This is embarassing.
TWO-AND-SEVEN- EIGHTHS!	TWO-AND-SEVEN- EIGHTHS!
Not to mention tedious.	Not to mention tedious.
Okay, apparently you didn't understand me. I'll start over.	Okay, apparently you didn't understand me. I'll start over.
Touch me and you'll get a bullet in the heart before you know it.	Touch me and you'll get a bullet in the heart before you know it.
Geez! Talk about homophobia!	Geez! Talk about homophobia!
Ah'm gonna have to arrest yew for attempted murder, stranger. You shouldna' oughtta shot at him in cold blood like that. Gamblin', I kin overlook; really suspicious accidents, I kin overlook; unfortunate co-inky-dinces, I kin overlook. But you shot this boy straight out, son. Hate to hear whut th' Judge is gonna have to say about this! Why, yer gonna HANG, boy!	Ah'm gonna have to arrest yew for attempted murder, stranger. You shouldna' oughtta shot at him in cold blood like that. Gamblin', I kin overlook; really suspicious accidents, I kin overlook; unfortunate co-inky-dinces, I kin overlook. But you shot this boy straight out, son. Hate to hear whut th' Judge is gonna have to say about this! Why, yer gonna HANG, boy!
