Jeepers, I'm sorry, Mom. I'll do it right this time, just you wait and see.	Jeepers, I'm sorry, Mom. I'll do it right this time, just you wait and see.
Well, that's what I'm here for, and I'm not interesting in being sold something else!	Well, that's what I'm here for, and I'm not interesting in being sold something else!
That's not mine. Now get back to my prescription.	That's not mine. Now get back to my prescription.
Certainly you don't expect ME to fill this prescription!	Certainly you don't expect ME to fill this prescription!
Freddy, honey! Just slide that handsome pharmacist butt on over here, I got something I need from ya.	Freddy, honey! Just slide that handsome pharmacist butt on over here, I got something I need from ya.
Thank you, Freddy dear!	Thank you, Freddy dear!
That's gonna be 22 cents, Sadie, but for you, I'll make it 19.	That's gonna be 22 cents, Sadie, but for you, I'll make it 19.
Whaddaya say we just sorta "take it out in trade," Freddy? I'm a mite short this week.	Whaddaya say we just sorta "take it out in trade," Freddy? I'm a mite short this week.
Well...	Well...
Thank you, Freddy, you're a lambikins. Catch you tonight, maybe? Ta-ta!	Thank you, Freddy, you're a lambikins. Catch you tonight, maybe? Ta-ta!
Morning, Sadie. What've you got?	Morning, Sadie. What've you got?
I gotta prescription here I need filled... sumpin' that'll increase my womanly powers, iffn you know whut I mean. Be a dear and fill it for me right away, won't you? I simply can't wait to try it out.	I gotta prescription here I need filled... sumpin' that'll increase my womanly powers, iffn you know whut I mean. Be a dear and fill it for me right away, won't you? I simply can't wait to try it out.
Your wish is my command, Madame!	Your wish is my command, Madame!
You take the prescription from the Madame. What a busy morning! You haven't had to fill this many prescriptions since Custer's troops stayed at the Dirty Sheets Hotel.	You take the prescription from the Madame. What a busy morning! You haven't had to fill this many prescriptions since Custer's troops stayed at the Dirty Sheets Hotel.
Oh, Freddy!	Oh, Freddy!
Sadie! Back so soon?	Sadie! Back so soon?
I hate to say this, but one of the girls tried a swig of this. Now I'm down one girl! I'll have to send out to St. Louis for another! Would you mind very much looking at this and seeing what's up, honey?	I hate to say this, but one of the girls tried a swig of this. Now I'm down one girl! I'll have to send out to St. Louis for another! Would you mind very much looking at this and seeing what's up, honey?
Hmmm, very strange. OK, I'll give it another try. Dunno what went wrong...	Hmmm, very strange. OK, I'll give it another try. Dunno what went wrong...
Freddy, sweetums?	Freddy, sweetums?
Sadie! I wasn't expecting to see you again so soon!	Sadie! I wasn't expecting to see you again so soon!
I hate to tell you, but one of the girls tried a smidge of this, just for fun. Now she's got a goatee. Can you figure out why this stuff seems to |c0|decrease|c| womanliness rather than |c0|increase|c| it?	I hate to tell you, but one of the girls tried a smidge of this, just for fun. Now she's got a goatee. Can you figure out why this stuff seems to |c0|decrease|c| womanliness rather than |c0|increase|c| it?
That's a tough one. I'll do what I can, though. Hmmmmm.	That's a tough one. I'll do what I can, though. Hmmmmm.
You reclaim the prescription from Mme. Ovaree.	You reclaim the prescription from Mme. Ovaree.
It's Madame Sadie Ovaree, proprietor of Ye Olde 'Orehouse, and your closest friend and confidant. In fact, she knows EVERYTHING about you!	It's Madame Sadie Ovaree, proprietor of Ye Olde 'Orehouse, and your closest friend and confidant. In fact, she knows EVERYTHING about you!
How's business, Sadie?	How's business, Sadie?
Oh, it has its ins-and-outs! (CHUCKLES) Oh, my, I do make a good funny now and then, don't I?	Oh, it has its ins-and-outs! (CHUCKLES) Oh, my, I do make a good funny now and then, don't I?
Yes, Sadie, you sure do.	Yes, Sadie, you sure do.
Now now, Freddy Pharkas! Normally I'd love to oblige, but I'm off-duty right now. Feel free to drop by tonight, though!	Now now, Freddy Pharkas! Normally I'd love to oblige, but I'm off-duty right now. Feel free to drop by tonight, though!
Freddy, darlin', you know I just LOVE to see your stuff, but let's stick to business for the moment, shall we?	Freddy, darlin', you know I just LOVE to see your stuff, but let's stick to business for the moment, shall we?
Why don't you keep it 'til you're finished with it?	Why don't you keep it 'til you're finished with it?
Srini's on the other side of the counter. So be polite if you want to do that, and join him.	Srini's on the other side of the counter. So be polite if you want to do that, and join him.
Your faithful Indian companion, Srini, is hard at work preparing your store for its grand reopening... someday soon, you hope.	Your faithful Indian companion, Srini, is hard at work preparing your store for its grand reopening... someday soon, you hope.
Shall we go do some target practice, Srini? I'm all set, I think.	Shall we go do some target practice, Srini? I'm all set, I think.
Looks like you are ready to begin commencing the start of our target practice outing, Freddy. Please to meet me forthwith nearby to the cemetery, where I have scoped out a location of perfection!	Looks like you are ready to begin commencing the start of our target practice outing, Freddy. Please to meet me forthwith nearby to the cemetery, where I have scoped out a location of perfection!
Srini!	Srini!
Dude!	Dude!
Everything going OK in here?	Everything going OK in here?
What is it looking like? I am having everything under control. You have merely to go be a hero and I will continue holding up the fort.	What is it looking like? I am having everything under control. You have merely to go be a hero and I will continue holding up the fort.
Thanks!	Thanks!
Srini, are you going to help me put out the fire, or what?	Srini, are you going to help me put out the fire, or what?
There is much stock work yet to be done.	There is much stock work yet to be done.
It's midnight.	It's midnight.
I am still on Pakistani time.	I am still on Pakistani time.
That's a pretty poor excuse for not helping me put out the fire!	That's a pretty poor excuse for not helping me put out the fire!
I have many other excuses ready if you do not like that one.	I have many other excuses ready if you do not like that one.
Never mind, I'll do it myself.	Never mind, I'll do it myself.
The fire's out, but I don't feel like sleeping.	The fire's out, but I don't feel like sleeping.
Yes, too much excitement for Freddy. You will be overtired tomorrow morning.	Yes, too much excitement for Freddy. You will be overtired tomorrow morning.
I hate it when that happens.	I hate it when that happens.
Try to relax and reduce stress. Visit friends.	Try to relax and reduce stress. Visit friends.
It's midnight! What kind of friends can I visit this time of night?	It's midnight! What kind of friends can I visit this time of night?
Indeed that is a question you have well asked.	Indeed that is a question you have well asked.
Srini, I think I'm ready to get dressed.	Srini, I think I'm ready to get dressed.
Very good then! You start to dress and I will assist you in shortest order.	Very good then! You start to dress and I will assist you in shortest order.
Srini, I'd like to get into my cowboy outfit now.	Srini, I'd like to get into my cowboy outfit now.
I do not think you are ready! You are mostly missing some stylish cowboy-style footwear.	I do not think you are ready! You are mostly missing some stylish cowboy-style footwear.
Dang!	Dang!
Srini! Hey, I've got my complete disguise!	Srini! Hey, I've got my complete disguise!
Not hardly so, Freddy Pharkas!	Not hardly so, Freddy Pharkas!
Why the hell not?	Why the hell not?
You are desiring of being a gunslinger, but you are not having any guns! Where have you forgotten them?	You are desiring of being a gunslinger, but you are not having any guns! Where have you forgotten them?
Oh. Whoops. Be right back.	Oh. Whoops. Be right back.
Hey, Srini! Let's get me dressed up, I'm ready to get into disguise.	Hey, Srini! Let's get me dressed up, I'm ready to get into disguise.
No may do, Freddy Pharkas!	No may do, Freddy Pharkas!
What? Why not?	What? Why not?
You still lack for a way to disguise the mostly-missing right ear.	You still lack for a way to disguise the mostly-missing right ear.
Srini! Let's get me into outfit, I'm ready to start blowing away some varmint butt!	Srini! Let's get me into outfit, I'm ready to start blowing away some varmint butt!
Not so fastly! Where have you got dissimilar duds? You cannot be a gunslinger with pharmacy owner clothing.	Not so fastly! Where have you got dissimilar duds? You cannot be a gunslinger with pharmacy owner clothing.
Doggone it!	Doggone it!
Srini, I've got everything I need... silver ear, pistols, clothes, and boots. Let's get me dressed!	Srini, I've got everything I need... silver ear, pistols, clothes, and boots. Let's get me dressed!
Not yet, not yet!	Not yet, not yet!
What in tarnation are we waiting for?	What in tarnation are we waiting for?
You will want to wear something lucky. Have you any such thing?	You will want to wear something lucky. Have you any such thing?
Not on me. Hmmmm. Doggone you anyway, Srini!	Not on me. Hmmmm. Doggone you anyway, Srini!
Srini, there's trouble down at the Saloon. The whole town's losing their deeds and cash to some slick riverboat gambler-type. He MUST be cheating, but danged if I can figure out how!	Srini, there's trouble down at the Saloon. The whole town's losing their deeds and cash to some slick riverboat gambler-type. He MUST be cheating, but danged if I can figure out how!
Freddy Pharkas, Freddy Pharkas! You must catch such a gambler red-handed. It will be the only way to prove such an accusation!	Freddy Pharkas, Freddy Pharkas! You must catch such a gambler red-handed. It will be the only way to prove such an accusation!
Durn it, I wish I knew how.	Durn it, I wish I knew how.
Many things are durned in these days of trouble.	Many things are durned in these days of trouble.
It's crazy out there, Srini! A whole buncha rowdy cowhands are busting up Main Street. I almost didn't make it back alive!	It's crazy out there, Srini! A whole buncha rowdy cowhands are busting up Main Street. I almost didn't make it back alive!
Yes, I have been hearing their obnoxiousness. You are outgunned, Freddy Pharkas!	Yes, I have been hearing their obnoxiousness. You are outgunned, Freddy Pharkas!
How do you propose I should deal with them?	How do you propose I should deal with them?
I find humor a way to defuse hot tempers. But I am a humble pharmacist's assistant. Perhaps I am looking at the situation from too far away.	I find humor a way to defuse hot tempers. But I am a humble pharmacist's assistant. Perhaps I am looking at the situation from too far away.
Srini, let's go practice target-shooting.	Srini, let's go practice target-shooting.
That is a good leisure-time activity for us to do, yes all right! But how are we even to begin without such that until you locate some sort of shooting mechanism, I must wonder?	That is a good leisure-time activity for us to do, yes all right! But how are we even to begin without such that until you locate some sort of shooting mechanism, I must wonder?
Oh, details, details. Harumph.	Oh, details, details. Harumph.
Srini, let's go practice my target shooting.	Srini, let's go practice my target shooting.
Freddy, you have come up with a surprise! But you are needing ammunition before we can commence to start beginning such an undertaking.	Freddy, you have come up with a surprise! But you are needing ammunition before we can commence to start beginning such an undertaking.
Don't shout at Srini from behind the counter. Walk over and talk to him like a human being! Were you born in a barn?	Don't shout at Srini from behind the counter. Walk over and talk to him like a human being! Were you born in a barn?
Oooooh! You are giving me a tickles!	Oooooh! You are giving me a tickles!
You offer me an empty can? Ah, by doing so, you are offering me the clean air that fills this can! You are most generous! I give this can back to you with gladly thanks and best wishes for continued good health! Mazel tov!	You offer me an empty can? Ah, by doing so, you are offering me the clean air that fills this can! You are most generous! I give this can back to you with gladly thanks and best wishes for continued good health! Mazel tov!
I am loving your charcoal, Freddy Pharkas! It is most crumbly and clean-smelling!	I am loving your charcoal, Freddy Pharkas! It is most crumbly and clean-smelling!
Thank you, Srini!	Thank you, Srini!
I have no use for the strap of leather. Perhaps you should save it for an emergency that requires leather in some way.	I have no use for the strap of leather. Perhaps you should save it for an emergency that requires leather in some way.
What would I do without you?	What would I do without you?
I do not wish it. Please to use it by yourself.	I do not wish it. Please to use it by yourself.
Do not give that to me, Freddy Pharkas! You are the dispensing pharmacist in these parts!	Do not give that to me, Freddy Pharkas! You are the dispensing pharmacist in these parts!
(DR SEUSS STYLE) I do not eat beef, snails, or ham. I do not eat them, Fred I am.	(DR SEUSS STYLE) I do not eat beef, snails, or ham. I do not eat them, Fred I am.
Perhaps you may put these to good use soon!	Perhaps you may put these to good use soon!
You do? Humph and humph! I have never thought of this!	You do? Humph and humph! I have never thought of this!
You have a rope! What can happen next?	You have a rope! What can happen next?
What do you mean?	What do you mean?
Do not ever mind, it was a rhetorical answer!	Do not ever mind, it was a rhetorical answer!
Hey there, some buckaroo! With that lasso, you are looking very cowboy-style!	Hey there, some buckaroo! With that lasso, you are looking very cowboy-style!
A metallic canister of some substance! That is certainly high-tech for the 1800s! Are you sure it is not an anachronism?	A metallic canister of some substance! That is certainly high-tech for the 1800s! Are you sure it is not an anachronism?
Not really.	Not really.
Well then! I do not know what more to add!	Well then! I do not know what more to add!
Ah, yes, the shipment of baking soda. It was delivered while you were out.	Ah, yes, the shipment of baking soda. It was delivered while you were out.
It's a little much.	It's a little much.
I am being told so now by you!	I am being told so now by you!
Then I do not want them. Your American women are too skinny as it is.	Then I do not want them. Your American women are too skinny as it is.
Ah, wax, a most remarkable substance. You are truly fortunate to possess some.	Ah, wax, a most remarkable substance. You are truly fortunate to possess some.
You aim the pistol at Srini... and FIRE!	You aim the pistol at Srini... and FIRE!
Ah, apple pie. I look at it and can think only of the screams of thousands of apples dying for your pie. I do not understand how a thinking person can eat of it. But I love us for our differences.	Ah, apple pie. I look at it and can think only of the screams of thousands of apples dying for your pie. I do not understand how a thinking person can eat of it. But I love us for our differences.
Translation: you need a GUN, Einstein!	Translation: you need a GUN, Einstein!
Oh! You have clay! Now you are really the person I thought you were!	Oh! You have clay! Now you are really the person I thought you were!
You have taken it for some reason. I am not needing it back. I am no Indian-giver. Please keep it until you find a use for it.	You have taken it for some reason. I am not needing it back. I am no Indian-giver. Please keep it until you find a use for it.
Ah, I see you are doing lost-wax casting! You are truly a guy!	Ah, I see you are doing lost-wax casting! You are truly a guy!
I believe you should have something different than your current shoes, something other than your current clothes, the pistols you used during the practicing you recently completed, and something for good luck! Then wear your ear, and I will know you are ready to be all dressed up like a big cowboy!	I believe you should have something different than your current shoes, something other than your current clothes, the pistols you used during the practicing you recently completed, and something for good luck! Then wear your ear, and I will know you are ready to be all dressed up like a big cowboy!
Ah, yes! It will be ready on Tuesday! Hee hee hee! I have made a funny. Excuse my jocularity. I do not know whence this piece of paper comes.	Ah, yes! It will be ready on Tuesday! Hee hee hee! I have made a funny. Excuse my jocularity. I do not know whence this piece of paper comes.
Yes, they are truly boots worthy of a Western Hero. May you have an opportunity to wear them with pridefulness.	Yes, they are truly boots worthy of a Western Hero. May you have an opportunity to wear them with pridefulness.
You are walking around with a shovel! Surely that is unusual.	You are walking around with a shovel! Surely that is unusual.
That Freddy! I never know what to expect from you so far!	That Freddy! I never know what to expect from you so far!
I do not wish to be left holding the bag. But you are a thoughtful employer for making the offer of such a rare and unusual substance to me.	I do not wish to be left holding the bag. But you are a thoughtful employer for making the offer of such a rare and unusual substance to me.
I do not need a bag. All I need is all I have.	I do not need a bag. All I need is all I have.
It is looking better and better, more like an ear all the time! Freddy Pharkas, you are truly a Renaissance lost-wax caster!	It is looking better and better, more like an ear all the time! Freddy Pharkas, you are truly a Renaissance lost-wax caster!
WHAT?	WHAT?
Ha ha, I am pulling down your legs! You have carved correctly!	Ha ha, I am pulling down your legs! You have carved correctly!
That's be 15 cents, Smithie. But I don't suppose you can pay me.	That's be 15 cents, Smithie. But I don't suppose you can pay me.
Are yew sayin' I can't pay m'bills fair and square, Pharkas? Heh! Here, I'm a-gonna settle up tabs with you anyway, since I'm leavin' town. Here's whut I owes ya.	Are yew sayin' I can't pay m'bills fair and square, Pharkas? Heh! Here, I'm a-gonna settle up tabs with you anyway, since I'm leavin' town. Here's whut I owes ya.
Smithie pays you his tab. A whole $4.87! Holy moly, a windfall! YOU'RE RICH! (Well, kinda sorta.)	Smithie pays you his tab. A whole $4.87! Holy moly, a windfall! YOU'RE RICH! (Well, kinda sorta.)
And if yew takes my advice, yew'll get outta this town, Pharkas. Sheriff's closin' people up right and left. Sumpthin' stinks. An' I mean them horses, 'cuz they's fartin' up a storm! I'm tellin' ya, I wuz like to pass out. Sumbuddy musta put sumpin' in their feed! I don't know what, but I'll tell ya, don't go strikin' no matches out there!	And if yew takes my advice, yew'll get outta this town, Pharkas. Sheriff's closin' people up right and left. Sumpthin' stinks. An' I mean them horses, 'cuz they's fartin' up a storm! I'm tellin' ya, I wuz like to pass out. Sumbuddy musta put sumpin' in their feed! I don't know what, but I'll tell ya, don't go strikin' no matches out there!
Good luck to ya, Pharkas. You wuz always one o' the gooduns.	Good luck to ya, Pharkas. You wuz always one o' the gooduns.
Good luck to you, Smithie. Your strong back and gruff-but-good-hearted demeanor will be sorely missed.	Good luck to you, Smithie. Your strong back and gruff-but-good-hearted demeanor will be sorely missed.
But you wuz a strange 'un!	But you wuz a strange 'un!
Fire inspection! I'm here to check out chur fire safety, per the new town regulations. Whoa! Lookee here! It'sa good thing I came. Pharkas, I'ma gonna havta shut this place up tighter than a pissant's scrotum.	Fire inspection! I'm here to check out chur fire safety, per the new town regulations. Whoa! Lookee here! It'sa good thing I came. Pharkas, I'ma gonna havta shut this place up tighter than a pissant's scrotum.
But, Sheriff! How could you? What's the charge? I haven't done anything wrong!	But, Sheriff! How could you? What's the charge? I haven't done anything wrong!
Fire hazard, my boy; fire hazard! Why, this buildin's a terrible fire hazard, Pharkas! Looks tah me like this whole damn buildin's made outta wood!	Fire hazard, my boy; fire hazard! Why, this buildin's a terrible fire hazard, Pharkas! Looks tah me like this whole damn buildin's made outta wood!
But, Sheriff! Every building in this town is constructed of wood!	But, Sheriff! Every building in this town is constructed of wood!
I dunno nuttin' 'bout that, son. Tough luck, Pharkas. From now on, just keep the front door locked.	I dunno nuttin' 'bout that, son. Tough luck, Pharkas. From now on, just keep the front door locked.
But what am I supposed to do, Sheriff? This is my livelihood.	But what am I supposed to do, Sheriff? This is my livelihood.
If'n I was yew, I'd talk to the bank. Ga'day!	If'n I was yew, I'd talk to the bank. Ga'day!
It's a silver medallion, recently awarded to Srini by the American Society of Salves, Holistic Ointments, Liniments and Emollients Salesmen. It was in honor of his impressive and yet oddly comforting display of Ol' Gampy's Fisherman Throat Gullet Descaler Lozenges.	It's a silver medallion, recently awarded to Srini by the American Society of Salves, Holistic Ointments, Liniments and Emollients Salesmen. It was in honor of his impressive and yet oddly comforting display of Ol' Gampy's Fisherman Throat Gullet Descaler Lozenges.
You carefully remove the medallion from the wall.	You carefully remove the medallion from the wall.
Srini will never miss this.	Srini will never miss this.
Freddy Pharkas! What in an entirely unsatisfactory afterlife are you doing with my finely-earned silver medallion?	Freddy Pharkas! What in an entirely unsatisfactory afterlife are you doing with my finely-earned silver medallion?
It's going to a good cause, Srini. It's going to help make Coarsegold a safer, saner place to live.	It's going to a good cause, Srini. It's going to help make Coarsegold a safer, saner place to live.
I am hoping so, Freddy, for all the sakes!	I am hoping so, Freddy, for all the sakes!
You can't reach the medallion from here. Perhaps you should set up some sort of pincers and mount it on a pivoting armature and get it that way. Or you might try walking over there before taking it.	You can't reach the medallion from here. Perhaps you should set up some sort of pincers and mount it on a pivoting armature and get it that way. Or you might try walking over there before taking it.
It's a tube of Preparation G, "The Wells-Fargo Wagon Driver's Friend for Over Half a Decade."	It's a tube of Preparation G, "The Wells-Fargo Wagon Driver's Friend for Over Half a Decade."
You pick up a tube of Preparation G, in the handy 25 oz. "Crabby Elephant" size.	You pick up a tube of Preparation G, in the handy 25 oz. "Crabby Elephant" size.
You can't reach the Preparation G from back here.	You can't reach the Preparation G from back here.
Excuse me, Sadie, I've got to run out for a bit. Hang on, I'll be right back.	Excuse me, Sadie, I've got to run out for a bit. Hang on, I'll be right back.
Okay, Freddy, but hurry back.	Okay, Freddy, but hurry back.
Penelope, I have to run out for just a minute or two. You'll wait for me, won't you?	Penelope, I have to run out for just a minute or two. You'll wait for me, won't you?
Forever, Frederick! But do hurry back, won't you?	Forever, Frederick! But do hurry back, won't you?
Helen, I've got to run out for a minute. I'll be right back, okay?	Helen, I've got to run out for a minute. I'll be right back, okay?
Perhaps. Perhaps not. Perhaps I'll be here when you return. Perhaps I'll take my business to another pharmacy. We'll just have to find out, won't we?	Perhaps. Perhaps not. Perhaps I'll be here when you return. Perhaps I'll take my business to another pharmacy. We'll just have to find out, won't we?
I'll be back in a minute, Smithie. Hang in there.	I'll be back in a minute, Smithie. Hang in there.
You dang well better be, Pharkas! These piles is killin' me, dammit! I'm fixin' to nail someone to a wall unless I gets some RELIEF!	You dang well better be, Pharkas! These piles is killin' me, dammit! I'm fixin' to nail someone to a wall unless I gets some RELIEF!
Mind the store, won't you, Srini? I'm off to uphold justice and stuff.	Mind the store, won't you, Srini? I'm off to uphold justice and stuff.
Okee the dokee!	Okee the dokee!
A short while later...	A short while later...
Srini! Who let you in?	Srini! Who let you in?
Your most gracious Native American, Running Gag, permitted me egress from the outside of the street. It was then that I allowed him to knock himself off for the remainder of the day, since we are still closed.	Your most gracious Native American, Running Gag, permitted me egress from the outside of the street. It was then that I allowed him to knock himself off for the remainder of the day, since we are still closed.
That's fine, Srini. Look, I've reached a decision. My life is in danger. Hell, the whole town's in danger! I must take up gunslinging, and I'll need your help.	That's fine, Srini. Look, I've reached a decision. My life is in danger. Hell, the whole town's in danger! I must take up gunslinging, and I'll need your help.
Pardon this for being said, Freddy Pharkas, but you are a humble Pharmacist. Shooting as perfectionally as a gunslinger is a skill requiring most years of tireless practice. You are ill-equipped. Perhaps you should make peace with your chosen deity and prepare to go to the great Pharmacy Counter in the sky.	Pardon this for being said, Freddy Pharkas, but you are a humble Pharmacist. Shooting as perfectionally as a gunslinger is a skill requiring most years of tireless practice. You are ill-equipped. Perhaps you should make peace with your chosen deity and prepare to go to the great Pharmacy Counter in the sky.
Srini, you'll have to trust me on this. I used to be a gunslinger before I took up Pharmacology. If I did it before, I can do it again. It shouldn't take long to brush up my skills. I've just gotta find my guns, and do a little practice shootin'.	Srini, you'll have to trust me on this. I used to be a gunslinger before I took up Pharmacology. If I did it before, I can do it again. It shouldn't take long to brush up my skills. I've just gotta find my guns, and do a little practice shootin'.
